,SubjectID1,SubjectID2,Group1,Group2,Distance,Group3
754,NM1-P6-S1-16s_S41,MN1-P4-S1-16s_S154,Dry,Dry,0.9924,DryDry
755,NM1-P6-S1-16s_S41,MN1-P5-S1-16s_S155,Dry,Dry,0.994733333,DryDry
756,NM1-P6-S1-16s_S41,MN1-P6-S1-16s_S156,Dry,Dry,0.987666667,DryDry
3877,ND1-P1-S1-16s_S145,WI1-P1-S1-16s_S13,Dry,Wet,0.9818,DryWet
3878,ND1-P1-S1-16s_S145,WI1-P2-S1-16s_S14,Dry,Wet,0.993266667,DryWet
3879,ND1-P1-S1-16s_S145,WI1-P3-S1-16s_S15,Dry,Wet,0.990466667,DryWet
3880,ND1-P1-S1-16s_S145,WI1-P4-S2-16s_S16,Dry,Wet,0.975066667,DryWet
3881,ND1-P1-S1-16s_S145,WI1-P5-S1-16s_S17,Dry,Wet,0.9852,DryWet
3882,ND1-P1-S1-16s_S145,WI1-P6-S1-16s_S18,Dry,Wet,0.979933333,DryWet
3943,ND1-P2-S1-16s_S146,WI1-P1-S1-16s_S13,Dry,Wet,0.985133333,DryWet
3944,ND1-P2-S1-16s_S146,WI1-P2-S1-16s_S14,Dry,Wet,0.9854,DryWet
3945,ND1-P2-S1-16s_S146,WI1-P3-S1-16s_S15,Dry,Wet,0.982133333,DryWet
3946,ND1-P2-S1-16s_S146,WI1-P4-S2-16s_S16,Dry,Wet,0.984266667,DryWet
3947,ND1-P2-S1-16s_S146,WI1-P5-S1-16s_S17,Dry,Wet,0.984733333,DryWet
3948,ND1-P2-S1-16s_S146,WI1-P6-S1-16s_S18,Dry,Wet,0.977266667,DryWet
4009,ND1-P3-S1-16s_S147,WI1-P1-S1-16s_S13,Dry,Wet,0.9888,DryWet
4010,ND1-P3-S1-16s_S147,WI1-P2-S1-16s_S14,Dry,Wet,0.991266667,DryWet
4011,ND1-P3-S1-16s_S147,WI1-P3-S1-16s_S15,Dry,Wet,0.9932,DryWet
4012,ND1-P3-S1-16s_S147,WI1-P4-S2-16s_S16,Dry,Wet,0.987266667,DryWet
4013,ND1-P3-S1-16s_S147,WI1-P5-S1-16s_S17,Dry,Wet,0.9922,DryWet
4014,ND1-P3-S1-16s_S147,WI1-P6-S1-16s_S18,Dry,Wet,0.993466667,DryWet
4075,ND1-P4-S1-16s_S148,WI1-P1-S1-16s_S13,Dry,Wet,0.987066667,DryWet
4076,ND1-P4-S1-16s_S148,WI1-P2-S1-16s_S14,Dry,Wet,0.986133333,DryWet
4077,ND1-P4-S1-16s_S148,WI1-P3-S1-16s_S15,Dry,Wet,0.982,DryWet
4078,ND1-P4-S1-16s_S148,WI1-P4-S2-16s_S16,Dry,Wet,0.976466667,DryWet
4079,ND1-P4-S1-16s_S148,WI1-P5-S1-16s_S17,Dry,Wet,0.9834,DryWet
4080,ND1-P4-S1-16s_S148,WI1-P6-S1-16s_S18,Dry,Wet,0.988933333,DryWet
4141,ND1-P5-S1-16s_S149,WI1-P1-S1-16s_S13,Dry,Wet,0.995066667,DryWet
4142,ND1-P5-S1-16s_S149,WI1-P2-S1-16s_S14,Dry,Wet,0.997333333,DryWet
4143,ND1-P5-S1-16s_S149,WI1-P3-S1-16s_S15,Dry,Wet,0.9852,DryWet
4144,ND1-P5-S1-16s_S149,WI1-P4-S2-16s_S16,Dry,Wet,0.990333333,DryWet
4145,ND1-P5-S1-16s_S149,WI1-P5-S1-16s_S17,Dry,Wet,0.989866667,DryWet
4146,ND1-P5-S1-16s_S149,WI1-P6-S1-16s_S18,Dry,Wet,0.990333333,DryWet
4207,ND1-P6-S1-16s_S150,WI1-P1-S1-16s_S13,Dry,Wet,0.993733333,DryWet
4208,ND1-P6-S1-16s_S150,WI1-P2-S1-16s_S14,Dry,Wet,0.991133333,DryWet
4209,ND1-P6-S1-16s_S150,WI1-P3-S1-16s_S15,Dry,Wet,0.984133333,DryWet
4210,ND1-P6-S1-16s_S150,WI1-P4-S2-16s_S16,Dry,Wet,0.991133333,DryWet
4211,ND1-P6-S1-16s_S150,WI1-P5-S1-16s_S17,Dry,Wet,0.989933333,DryWet
4212,ND1-P6-S1-16s_S150,WI1-P6-S1-16s_S18,Dry,Wet,0.989933333,DryWet
796,OK1-P1-S2-16s_S48,MT1-P1-S1-16s_S139,Dry,Dry,0.957466667,DryDry
797,OK1-P1-S2-16s_S48,MT1-P2-S1-16s_S140,Dry,Dry,0.9676,DryDry
798,OK1-P1-S2-16s_S48,MT1-P3-S1-16s_S141,Dry,Dry,0.962066667,DryDry
799,OK1-P1-S2-16s_S48,MT1-P4-S1-16s_S142,Dry,Dry,0.9814,DryDry
800,OK1-P1-S2-16s_S48,MT1-P5-S1-16s_S143,Dry,Dry,0.9624,DryDry
801,OK1-P1-S2-16s_S48,MT1-P6-S1-16s_S144,Dry,Dry,0.9648,DryDry
836,OK1-P2-S2-16s_S49,MT1-P1-S1-16s_S139,Dry,Dry,0.975066667,DryDry
837,OK1-P2-S2-16s_S49,MT1-P2-S1-16s_S140,Dry,Dry,0.9592,DryDry
838,OK1-P2-S2-16s_S49,MT1-P3-S1-16s_S141,Dry,Dry,0.947333333,DryDry
839,OK1-P2-S2-16s_S49,MT1-P4-S1-16s_S142,Dry,Dry,0.971066667,DryDry
840,OK1-P2-S2-16s_S49,MT1-P5-S1-16s_S143,Dry,Dry,0.964533333,DryDry
841,OK1-P2-S2-16s_S49,MT1-P6-S1-16s_S144,Dry,Dry,0.984533333,DryDry
877,OK1-P3-S1-16s_S50,MT1-P1-S1-16s_S139,Dry,Dry,0.9552,DryDry
878,OK1-P3-S1-16s_S50,MT1-P2-S1-16s_S140,Dry,Dry,0.9554,DryDry
879,OK1-P3-S1-16s_S50,MT1-P3-S1-16s_S141,Dry,Dry,0.930266667,DryDry
880,OK1-P3-S1-16s_S50,MT1-P4-S1-16s_S142,Dry,Dry,0.985533333,DryDry
881,OK1-P3-S1-16s_S50,MT1-P5-S1-16s_S143,Dry,Dry,0.973933333,DryDry
882,OK1-P3-S1-16s_S50,MT1-P6-S1-16s_S144,Dry,Dry,0.9706,DryDry
919,OK1-P4-S1-16s_S51,MT1-P1-S1-16s_S139,Dry,Dry,0.961733333,DryDry
920,OK1-P4-S1-16s_S51,MT1-P2-S1-16s_S140,Dry,Dry,0.9718,DryDry
921,OK1-P4-S1-16s_S51,MT1-P3-S1-16s_S141,Dry,Dry,0.952666667,DryDry
922,OK1-P4-S1-16s_S51,MT1-P4-S1-16s_S142,Dry,Dry,0.982333333,DryDry
923,OK1-P4-S1-16s_S51,MT1-P5-S1-16s_S143,Dry,Dry,0.966866667,DryDry
924,OK1-P4-S1-16s_S51,MT1-P6-S1-16s_S144,Dry,Dry,0.957,DryDry
962,OK1-P5-S1-16s_S52,MT1-P1-S1-16s_S139,Dry,Dry,0.956733333,DryDry
963,OK1-P5-S1-16s_S52,MT1-P2-S1-16s_S140,Dry,Dry,0.938066667,DryDry
964,OK1-P5-S1-16s_S52,MT1-P3-S1-16s_S141,Dry,Dry,0.949133333,DryDry
965,OK1-P5-S1-16s_S52,MT1-P4-S1-16s_S142,Dry,Dry,0.957266667,DryDry
966,OK1-P5-S1-16s_S52,MT1-P5-S1-16s_S143,Dry,Dry,0.979933333,DryDry
967,OK1-P5-S1-16s_S52,MT1-P6-S1-16s_S144,Dry,Dry,0.979133333,DryDry
1006,OK1-P6-S1-16s_S53,MT1-P1-S1-16s_S139,Dry,Dry,0.9336,DryDry
1007,OK1-P6-S1-16s_S53,MT1-P2-S1-16s_S140,Dry,Dry,0.953333333,DryDry
1008,OK1-P6-S1-16s_S53,MT1-P3-S1-16s_S141,Dry,Dry,0.935733333,DryDry
1009,OK1-P6-S1-16s_S53,MT1-P4-S1-16s_S142,Dry,Dry,0.964666667,DryDry
1010,OK1-P6-S1-16s_S53,MT1-P5-S1-16s_S143,Dry,Dry,0.968333333,DryDry
1011,OK1-P6-S1-16s_S53,MT1-P6-S1-16s_S144,Dry,Dry,0.951266667,DryDry
1075,SD1-P1-S1-16s_S121,OK1-P1-S2-16s_S48,Dry,Dry,0.9776,DryDry
1076,SD1-P1-S1-16s_S121,OK1-P2-S2-16s_S49,Dry,Dry,0.978333333,DryDry
1077,SD1-P1-S1-16s_S121,OK1-P3-S1-16s_S50,Dry,Dry,0.978,DryDry
1078,SD1-P1-S1-16s_S121,OK1-P4-S1-16s_S51,Dry,Dry,0.965933333,DryDry
1079,SD1-P1-S1-16s_S121,OK1-P5-S1-16s_S52,Dry,Dry,0.9694,DryDry
1080,SD1-P1-S1-16s_S121,OK1-P6-S1-16s_S53,Dry,Dry,0.964466667,DryDry
1121,SD1-P2-S1-16s_S122,OK1-P1-S2-16s_S48,Dry,Dry,0.977266667,DryDry
1122,SD1-P2-S1-16s_S122,OK1-P2-S2-16s_S49,Dry,Dry,0.9828,DryDry
1123,SD1-P2-S1-16s_S122,OK1-P3-S1-16s_S50,Dry,Dry,0.964,DryDry
1124,SD1-P2-S1-16s_S122,OK1-P4-S1-16s_S51,Dry,Dry,0.966666667,DryDry
1125,SD1-P2-S1-16s_S122,OK1-P5-S1-16s_S52,Dry,Dry,0.984266667,DryDry
1126,SD1-P2-S1-16s_S122,OK1-P6-S1-16s_S53,Dry,Dry,0.9464,DryDry
1168,SD1-P5-S1-16s_S125,OK1-P1-S2-16s_S48,Dry,Dry,0.9892,DryDry
1169,SD1-P5-S1-16s_S125,OK1-P2-S2-16s_S49,Dry,Dry,0.979533333,DryDry
1170,SD1-P5-S1-16s_S125,OK1-P3-S1-16s_S50,Dry,Dry,0.9686,DryDry
1171,SD1-P5-S1-16s_S125,OK1-P4-S1-16s_S51,Dry,Dry,0.9838,DryDry
1172,SD1-P5-S1-16s_S125,OK1-P5-S1-16s_S52,Dry,Dry,0.974733333,DryDry
1173,SD1-P5-S1-16s_S125,OK1-P6-S1-16s_S53,Dry,Dry,0.962666667,DryDry
1645,MN1-P1-S1-16s_S151,IA1-P1-S1-16s_S1,Dry,Mesic,0.973533333,DryMesic
1646,MN1-P1-S1-16s_S151,IA1-P2-S1-16s_S2,Dry,Mesic,0.985466667,DryMesic
1647,MN1-P1-S1-16s_S151,IA1-P3-S1-16s_S3,Dry,Mesic,0.979466667,DryMesic
1648,MN1-P1-S1-16s_S151,IA1-P4-S1-16s_S4,Dry,Mesic,0.9734,DryMesic
1649,MN1-P1-S1-16s_S151,IA1-P5-S1-16s_S5,Dry,Mesic,0.987666667,DryMesic
1650,MN1-P1-S1-16s_S151,IA1-P6-S1-16s_S6,Dry,Mesic,0.981333333,DryMesic
1661,MN1-P2-S1-16s_S152,IA1-P1-S1-16s_S1,Dry,Mesic,0.9734,DryMesic
1662,MN1-P2-S1-16s_S152,IA1-P2-S1-16s_S2,Dry,Mesic,0.971066667,DryMesic
1663,MN1-P2-S1-16s_S152,IA1-P3-S1-16s_S3,Dry,Mesic,0.950866667,DryMesic
1664,MN1-P2-S1-16s_S152,IA1-P4-S1-16s_S4,Dry,Mesic,0.9758,DryMesic
1665,MN1-P2-S1-16s_S152,IA1-P5-S1-16s_S5,Dry,Mesic,0.975,DryMesic
1666,MN1-P2-S1-16s_S152,IA1-P6-S1-16s_S6,Dry,Mesic,0.972933333,DryMesic
1677,MN1-P3-S1-16s_S153,IA1-P1-S1-16s_S1,Dry,Mesic,0.974733333,DryMesic
1678,MN1-P3-S1-16s_S153,IA1-P2-S1-16s_S2,Dry,Mesic,0.980933333,DryMesic
1679,MN1-P3-S1-16s_S153,IA1-P3-S1-16s_S3,Dry,Mesic,0.979066667,DryMesic
1680,MN1-P3-S1-16s_S153,IA1-P4-S1-16s_S4,Dry,Mesic,0.965333333,DryMesic
1681,MN1-P3-S1-16s_S153,IA1-P5-S1-16s_S5,Dry,Mesic,0.9872,DryMesic
1682,MN1-P3-S1-16s_S153,IA1-P6-S1-16s_S6,Dry,Mesic,0.979933333,DryMesic
1693,MN1-P4-S1-16s_S154,IA1-P1-S1-16s_S1,Dry,Mesic,0.970933333,DryMesic
1694,MN1-P4-S1-16s_S154,IA1-P2-S1-16s_S2,Dry,Mesic,0.9854,DryMesic
1695,MN1-P4-S1-16s_S154,IA1-P3-S1-16s_S3,Dry,Mesic,0.9776,DryMesic
1696,MN1-P4-S1-16s_S154,IA1-P4-S1-16s_S4,Dry,Mesic,0.982666667,DryMesic
1697,MN1-P4-S1-16s_S154,IA1-P5-S1-16s_S5,Dry,Mesic,0.984733333,DryMesic
1698,MN1-P4-S1-16s_S154,IA1-P6-S1-16s_S6,Dry,Mesic,0.9824,DryMesic
1709,MN1-P5-S1-16s_S155,IA1-P1-S1-16s_S1,Dry,Mesic,0.9672,DryMesic
1710,MN1-P5-S1-16s_S155,IA1-P2-S1-16s_S2,Dry,Mesic,0.9554,DryMesic
1711,MN1-P5-S1-16s_S155,IA1-P3-S1-16s_S3,Dry,Mesic,0.964066667,DryMesic
1712,MN1-P5-S1-16s_S155,IA1-P4-S1-16s_S4,Dry,Mesic,0.958533333,DryMesic
1713,MN1-P5-S1-16s_S155,IA1-P5-S1-16s_S5,Dry,Mesic,0.966533333,DryMesic
1714,MN1-P5-S1-16s_S155,IA1-P6-S1-16s_S6,Dry,Mesic,0.962333333,DryMesic
1725,MN1-P6-S1-16s_S156,IA1-P1-S1-16s_S1,Dry,Mesic,0.972,DryMesic
1726,MN1-P6-S1-16s_S156,IA1-P2-S1-16s_S2,Dry,Mesic,0.976666667,DryMesic
1727,MN1-P6-S1-16s_S156,IA1-P3-S1-16s_S3,Dry,Mesic,0.9666,DryMesic
1728,MN1-P6-S1-16s_S156,IA1-P4-S1-16s_S4,Dry,Mesic,0.9778,DryMesic
1729,MN1-P6-S1-16s_S156,IA1-P5-S1-16s_S5,Dry,Mesic,0.9672,DryMesic
1730,MN1-P6-S1-16s_S156,IA1-P6-S1-16s_S6,Dry,Mesic,0.970266667,DryMesic
130,IA1-P1-S1-16s_S1,MN1-P1-S1-16s_S151,Mesic,Dry,0.973533333,MesicDry
131,IA1-P1-S1-16s_S1,MN1-P2-S1-16s_S152,Mesic,Dry,0.9734,MesicDry
132,IA1-P1-S1-16s_S1,MN1-P3-S1-16s_S153,Mesic,Dry,0.974733333,MesicDry
133,IA1-P1-S1-16s_S1,MN1-P4-S1-16s_S154,Mesic,Dry,0.970933333,MesicDry
134,IA1-P1-S1-16s_S1,MN1-P5-S1-16s_S155,Mesic,Dry,0.9672,MesicDry
135,IA1-P1-S1-16s_S1,MN1-P6-S1-16s_S156,Mesic,Dry,0.972,MesicDry
185,IA1-P2-S1-16s_S2,MN1-P1-S1-16s_S151,Mesic,Dry,0.985466667,MesicDry
186,IA1-P2-S1-16s_S2,MN1-P2-S1-16s_S152,Mesic,Dry,0.971066667,MesicDry
187,IA1-P2-S1-16s_S2,MN1-P3-S1-16s_S153,Mesic,Dry,0.980933333,MesicDry
188,IA1-P2-S1-16s_S2,MN1-P4-S1-16s_S154,Mesic,Dry,0.9854,MesicDry
189,IA1-P2-S1-16s_S2,MN1-P5-S1-16s_S155,Mesic,Dry,0.9554,MesicDry
190,IA1-P2-S1-16s_S2,MN1-P6-S1-16s_S156,Mesic,Dry,0.976666667,MesicDry
240,IA1-P3-S1-16s_S3,MN1-P1-S1-16s_S151,Mesic,Dry,0.979466667,MesicDry
241,IA1-P3-S1-16s_S3,MN1-P2-S1-16s_S152,Mesic,Dry,0.950866667,MesicDry
242,IA1-P3-S1-16s_S3,MN1-P3-S1-16s_S153,Mesic,Dry,0.979066667,MesicDry
243,IA1-P3-S1-16s_S3,MN1-P4-S1-16s_S154,Mesic,Dry,0.9776,MesicDry
244,IA1-P3-S1-16s_S3,MN1-P5-S1-16s_S155,Mesic,Dry,0.964066667,MesicDry
245,IA1-P3-S1-16s_S3,MN1-P6-S1-16s_S156,Mesic,Dry,0.9666,MesicDry
295,IA1-P4-S1-16s_S4,MN1-P1-S1-16s_S151,Mesic,Dry,0.9734,MesicDry
296,IA1-P4-S1-16s_S4,MN1-P2-S1-16s_S152,Mesic,Dry,0.9758,MesicDry
297,IA1-P4-S1-16s_S4,MN1-P3-S1-16s_S153,Mesic,Dry,0.965333333,MesicDry
298,IA1-P4-S1-16s_S4,MN1-P4-S1-16s_S154,Mesic,Dry,0.982666667,MesicDry
299,IA1-P4-S1-16s_S4,MN1-P5-S1-16s_S155,Mesic,Dry,0.958533333,MesicDry
300,IA1-P4-S1-16s_S4,MN1-P6-S1-16s_S156,Mesic,Dry,0.9778,MesicDry
350,IA1-P5-S1-16s_S5,MN1-P1-S1-16s_S151,Mesic,Dry,0.987666667,MesicDry
351,IA1-P5-S1-16s_S5,MN1-P2-S1-16s_S152,Mesic,Dry,0.975,MesicDry
352,IA1-P5-S1-16s_S5,MN1-P3-S1-16s_S153,Mesic,Dry,0.9872,MesicDry
353,IA1-P5-S1-16s_S5,MN1-P4-S1-16s_S154,Mesic,Dry,0.984733333,MesicDry
354,IA1-P5-S1-16s_S5,MN1-P5-S1-16s_S155,Mesic,Dry,0.966533333,MesicDry
355,IA1-P5-S1-16s_S5,MN1-P6-S1-16s_S156,Mesic,Dry,0.9672,MesicDry
405,IA1-P6-S1-16s_S6,MN1-P1-S1-16s_S151,Mesic,Dry,0.981333333,MesicDry
406,IA1-P6-S1-16s_S6,MN1-P2-S1-16s_S152,Mesic,Dry,0.972933333,MesicDry
407,IA1-P6-S1-16s_S6,MN1-P3-S1-16s_S153,Mesic,Dry,0.979933333,MesicDry
408,IA1-P6-S1-16s_S6,MN1-P4-S1-16s_S154,Mesic,Dry,0.9824,MesicDry
409,IA1-P6-S1-16s_S6,MN1-P5-S1-16s_S155,Mesic,Dry,0.962333333,MesicDry
410,IA1-P6-S1-16s_S6,MN1-P6-S1-16s_S156,Mesic,Dry,0.970266667,MesicDry
1933,NE2-P1-S1-16s_S133,IA1-P1-S1-16s_S1,Dry,Mesic,0.984,DryMesic
1934,NE2-P1-S1-16s_S133,IA1-P2-S1-16s_S2,Dry,Mesic,0.985866667,DryMesic
1935,NE2-P1-S1-16s_S133,IA1-P3-S1-16s_S3,Dry,Mesic,0.986,DryMesic
1936,NE2-P1-S1-16s_S133,IA1-P4-S1-16s_S4,Dry,Mesic,0.977133333,DryMesic
1937,NE2-P1-S1-16s_S133,IA1-P5-S1-16s_S5,Dry,Mesic,0.974866667,DryMesic
1938,NE2-P1-S1-16s_S133,IA1-P6-S1-16s_S6,Dry,Mesic,0.979266667,DryMesic
1949,NE2-P2-S1-16s_S134,IA1-P1-S1-16s_S1,Dry,Mesic,0.9872,DryMesic
1950,NE2-P2-S1-16s_S134,IA1-P2-S1-16s_S2,Dry,Mesic,0.9846,DryMesic
1951,NE2-P2-S1-16s_S134,IA1-P3-S1-16s_S3,Dry,Mesic,0.9834,DryMesic
1952,NE2-P2-S1-16s_S134,IA1-P4-S1-16s_S4,Dry,Mesic,0.991866667,DryMesic
1953,NE2-P2-S1-16s_S134,IA1-P5-S1-16s_S5,Dry,Mesic,0.988533333,DryMesic
1954,NE2-P2-S1-16s_S134,IA1-P6-S1-16s_S6,Dry,Mesic,0.9834,DryMesic
1965,NE2-P3-S1-16s_S135,IA1-P1-S1-16s_S1,Dry,Mesic,0.987333333,DryMesic
1966,NE2-P3-S1-16s_S135,IA1-P2-S1-16s_S2,Dry,Mesic,0.988,DryMesic
1967,NE2-P3-S1-16s_S135,IA1-P3-S1-16s_S3,Dry,Mesic,0.988266667,DryMesic
1968,NE2-P3-S1-16s_S135,IA1-P4-S1-16s_S4,Dry,Mesic,0.992733333,DryMesic
1969,NE2-P3-S1-16s_S135,IA1-P5-S1-16s_S5,Dry,Mesic,0.985333333,DryMesic
1970,NE2-P3-S1-16s_S135,IA1-P6-S1-16s_S6,Dry,Mesic,0.988333333,DryMesic
1981,NE2-P4-S1-16s_S136,IA1-P1-S1-16s_S1,Dry,Mesic,0.988266667,DryMesic
1982,NE2-P4-S1-16s_S136,IA1-P2-S1-16s_S2,Dry,Mesic,0.9894,DryMesic
1983,NE2-P4-S1-16s_S136,IA1-P3-S1-16s_S3,Dry,Mesic,0.985533333,DryMesic
1984,NE2-P4-S1-16s_S136,IA1-P4-S1-16s_S4,Dry,Mesic,0.9974,DryMesic
1985,NE2-P4-S1-16s_S136,IA1-P5-S1-16s_S5,Dry,Mesic,0.9872,DryMesic
1986,NE2-P4-S1-16s_S136,IA1-P6-S1-16s_S6,Dry,Mesic,0.987066667,DryMesic
1997,NE2-P5-S1-16s_S137,IA1-P1-S1-16s_S1,Dry,Mesic,0.9804,DryMesic
1998,NE2-P5-S1-16s_S137,IA1-P2-S1-16s_S2,Dry,Mesic,0.979533333,DryMesic
1999,NE2-P5-S1-16s_S137,IA1-P3-S1-16s_S3,Dry,Mesic,0.980666667,DryMesic
2000,NE2-P5-S1-16s_S137,IA1-P4-S1-16s_S4,Dry,Mesic,0.983933333,DryMesic
2001,NE2-P5-S1-16s_S137,IA1-P5-S1-16s_S5,Dry,Mesic,0.985466667,DryMesic
2002,NE2-P5-S1-16s_S137,IA1-P6-S1-16s_S6,Dry,Mesic,0.987466667,DryMesic
2013,NE2-P6-S1-16s_S138,IA1-P1-S1-16s_S1,Dry,Mesic,0.978533333,DryMesic
2014,NE2-P6-S1-16s_S138,IA1-P2-S1-16s_S2,Dry,Mesic,0.9806,DryMesic
2015,NE2-P6-S1-16s_S138,IA1-P3-S1-16s_S3,Dry,Mesic,0.9764,DryMesic
2016,NE2-P6-S1-16s_S138,IA1-P4-S1-16s_S4,Dry,Mesic,0.982466667,DryMesic
2017,NE2-P6-S1-16s_S138,IA1-P5-S1-16s_S5,Dry,Mesic,0.983733333,DryMesic
2018,NE2-P6-S1-16s_S138,IA1-P6-S1-16s_S6,Dry,Mesic,0.982333333,DryMesic
148,IA1-P1-S1-16s_S1,NE2-P1-S1-16s_S133,Mesic,Dry,0.984,MesicDry
149,IA1-P1-S1-16s_S1,NE2-P2-S1-16s_S134,Mesic,Dry,0.9872,MesicDry
150,IA1-P1-S1-16s_S1,NE2-P3-S1-16s_S135,Mesic,Dry,0.987333333,MesicDry
151,IA1-P1-S1-16s_S1,NE2-P4-S1-16s_S136,Mesic,Dry,0.988266667,MesicDry
152,IA1-P1-S1-16s_S1,NE2-P5-S1-16s_S137,Mesic,Dry,0.9804,MesicDry
153,IA1-P1-S1-16s_S1,NE2-P6-S1-16s_S138,Mesic,Dry,0.978533333,MesicDry
203,IA1-P2-S1-16s_S2,NE2-P1-S1-16s_S133,Mesic,Dry,0.985866667,MesicDry
204,IA1-P2-S1-16s_S2,NE2-P2-S1-16s_S134,Mesic,Dry,0.9846,MesicDry
205,IA1-P2-S1-16s_S2,NE2-P3-S1-16s_S135,Mesic,Dry,0.988,MesicDry
206,IA1-P2-S1-16s_S2,NE2-P4-S1-16s_S136,Mesic,Dry,0.9894,MesicDry
207,IA1-P2-S1-16s_S2,NE2-P5-S1-16s_S137,Mesic,Dry,0.979533333,MesicDry
208,IA1-P2-S1-16s_S2,NE2-P6-S1-16s_S138,Mesic,Dry,0.9806,MesicDry
258,IA1-P3-S1-16s_S3,NE2-P1-S1-16s_S133,Mesic,Dry,0.986,MesicDry
259,IA1-P3-S1-16s_S3,NE2-P2-S1-16s_S134,Mesic,Dry,0.9834,MesicDry
260,IA1-P3-S1-16s_S3,NE2-P3-S1-16s_S135,Mesic,Dry,0.988266667,MesicDry
261,IA1-P3-S1-16s_S3,NE2-P4-S1-16s_S136,Mesic,Dry,0.985533333,MesicDry
262,IA1-P3-S1-16s_S3,NE2-P5-S1-16s_S137,Mesic,Dry,0.980666667,MesicDry
263,IA1-P3-S1-16s_S3,NE2-P6-S1-16s_S138,Mesic,Dry,0.9764,MesicDry
313,IA1-P4-S1-16s_S4,NE2-P1-S1-16s_S133,Mesic,Dry,0.977133333,MesicDry
314,IA1-P4-S1-16s_S4,NE2-P2-S1-16s_S134,Mesic,Dry,0.991866667,MesicDry
315,IA1-P4-S1-16s_S4,NE2-P3-S1-16s_S135,Mesic,Dry,0.992733333,MesicDry
316,IA1-P4-S1-16s_S4,NE2-P4-S1-16s_S136,Mesic,Dry,0.9974,MesicDry
317,IA1-P4-S1-16s_S4,NE2-P5-S1-16s_S137,Mesic,Dry,0.983933333,MesicDry
318,IA1-P4-S1-16s_S4,NE2-P6-S1-16s_S138,Mesic,Dry,0.982466667,MesicDry
368,IA1-P5-S1-16s_S5,NE2-P1-S1-16s_S133,Mesic,Dry,0.974866667,MesicDry
369,IA1-P5-S1-16s_S5,NE2-P2-S1-16s_S134,Mesic,Dry,0.988533333,MesicDry
370,IA1-P5-S1-16s_S5,NE2-P3-S1-16s_S135,Mesic,Dry,0.985333333,MesicDry
371,IA1-P5-S1-16s_S5,NE2-P4-S1-16s_S136,Mesic,Dry,0.9872,MesicDry
372,IA1-P5-S1-16s_S5,NE2-P5-S1-16s_S137,Mesic,Dry,0.985466667,MesicDry
373,IA1-P5-S1-16s_S5,NE2-P6-S1-16s_S138,Mesic,Dry,0.983733333,MesicDry
423,IA1-P6-S1-16s_S6,NE2-P1-S1-16s_S133,Mesic,Dry,0.979266667,MesicDry
424,IA1-P6-S1-16s_S6,NE2-P2-S1-16s_S134,Mesic,Dry,0.9834,MesicDry
425,IA1-P6-S1-16s_S6,NE2-P3-S1-16s_S135,Mesic,Dry,0.988333333,MesicDry
426,IA1-P6-S1-16s_S6,NE2-P4-S1-16s_S136,Mesic,Dry,0.987066667,MesicDry
427,IA1-P6-S1-16s_S6,NE2-P5-S1-16s_S137,Mesic,Dry,0.987466667,MesicDry
428,IA1-P6-S1-16s_S6,NE2-P6-S1-16s_S138,Mesic,Dry,0.982333333,MesicDry
2131,OK1-P1-S2-16s_S48,KS1-P1-S1-16s_S109,Dry,Mesic,0.992933333,DryMesic
2132,OK1-P1-S2-16s_S48,KS1-P4-S1-16s_S112,Dry,Mesic,0.979733333,DryMesic
2133,OK1-P1-S2-16s_S48,KS1-P5-S1-16s_S113,Dry,Mesic,0.99,DryMesic
2134,OK1-P1-S2-16s_S48,KS1-P6-S1-16s_S114,Dry,Mesic,0.9876,DryMesic
2147,OK1-P2-S2-16s_S49,KS1-P1-S1-16s_S109,Dry,Mesic,0.9904,DryMesic
2148,OK1-P2-S2-16s_S49,KS1-P4-S1-16s_S112,Dry,Mesic,0.9818,DryMesic
2149,OK1-P2-S2-16s_S49,KS1-P5-S1-16s_S113,Dry,Mesic,0.9974,DryMesic
2150,OK1-P2-S2-16s_S49,KS1-P6-S1-16s_S114,Dry,Mesic,0.983066667,DryMesic
2163,OK1-P3-S1-16s_S50,KS1-P1-S1-16s_S109,Dry,Mesic,0.964933333,DryMesic
2164,OK1-P3-S1-16s_S50,KS1-P4-S1-16s_S112,Dry,Mesic,0.9778,DryMesic
2165,OK1-P3-S1-16s_S50,KS1-P5-S1-16s_S113,Dry,Mesic,0.983533333,DryMesic
2166,OK1-P3-S1-16s_S50,KS1-P6-S1-16s_S114,Dry,Mesic,0.972266667,DryMesic
2179,OK1-P4-S1-16s_S51,KS1-P1-S1-16s_S109,Dry,Mesic,0.990666667,DryMesic
2180,OK1-P4-S1-16s_S51,KS1-P4-S1-16s_S112,Dry,Mesic,0.9822,DryMesic
2181,OK1-P4-S1-16s_S51,KS1-P5-S1-16s_S113,Dry,Mesic,0.991933333,DryMesic
2182,OK1-P4-S1-16s_S51,KS1-P6-S1-16s_S114,Dry,Mesic,0.985733333,DryMesic
2195,OK1-P5-S1-16s_S52,KS1-P1-S1-16s_S109,Dry,Mesic,0.994533333,DryMesic
2196,OK1-P5-S1-16s_S52,KS1-P4-S1-16s_S112,Dry,Mesic,0.986666667,DryMesic
2197,OK1-P5-S1-16s_S52,KS1-P5-S1-16s_S113,Dry,Mesic,0.992533333,DryMesic
