,SubjectID1,SubjectID2,Group1,Group2,Distance,Group3,Type
2711,CO1-P6-S1-16s_S47,IN1-P2-S1-16s_S20,Dry,Wet,0.985266667,DryWet,Soil
2712,CO1-P6-S1-16s_S47,IN1-P3-S1-16s_S21,Dry,Wet,0.992133333,DryWet,Soil
2713,CO1-P6-S1-16s_S47,IN1-P4-S1-16s_S22,Dry,Wet,0.983666667,DryWet,Soil
2714,CO1-P6-S1-16s_S47,IN1-P5-S1-16s_S23,Dry,Wet,0.985266667,DryWet,Soil
2715,CO1-P6-S1-16s_S47,IN1-P6-S1-16s_S24,Dry,Wet,0.990333333,DryWet,Soil
670,NE1-P1-S1-16s_S115,CO1-P1-S1-16s_S42,Mesic,Dry,0.935066667,MesicDry,Soil
671,NE1-P1-S1-16s_S115,CO1-P2-S1-16s_S43,Mesic,Dry,0.925533333,MesicDry,Soil
672,NE1-P1-S1-16s_S115,CO1-P3-S1-16s_S44,Mesic,Dry,0.9618,MesicDry,Soil
673,NE1-P1-S1-16s_S115,CO1-P4-S1-16s_S45,Mesic,Dry,0.961933333,MesicDry,Soil
674,NE1-P1-S1-16s_S115,CO1-P5-S1-16s_S46,Mesic,Dry,0.956933333,MesicDry,Soil
675,NE1-P1-S1-16s_S115,CO1-P6-S1-16s_S47,Mesic,Dry,0.968466667,MesicDry,Soil
725,NE1-P2-S1-16s_S116,CO1-P1-S1-16s_S42,Mesic,Dry,0.951266667,MesicDry,Soil
726,NE1-P2-S1-16s_S116,CO1-P2-S1-16s_S43,Mesic,Dry,0.965266667,MesicDry,Soil
727,NE1-P2-S1-16s_S116,CO1-P3-S1-16s_S44,Mesic,Dry,0.965266667,MesicDry,Soil
728,NE1-P2-S1-16s_S116,CO1-P4-S1-16s_S45,Mesic,Dry,0.9638,MesicDry,Soil
729,NE1-P2-S1-16s_S116,CO1-P5-S1-16s_S46,Mesic,Dry,0.977466667,MesicDry,Soil
730,NE1-P2-S1-16s_S116,CO1-P6-S1-16s_S47,Mesic,Dry,0.976266667,MesicDry,Soil
780,NE1-P3-S1-16s_S117,CO1-P1-S1-16s_S42,Mesic,Dry,0.932266667,MesicDry,Soil
781,NE1-P3-S1-16s_S117,CO1-P2-S1-16s_S43,Mesic,Dry,0.9208,MesicDry,Soil
782,NE1-P3-S1-16s_S117,CO1-P3-S1-16s_S44,Mesic,Dry,0.9336,MesicDry,Soil
783,NE1-P3-S1-16s_S117,CO1-P4-S1-16s_S45,Mesic,Dry,0.9606,MesicDry,Soil
784,NE1-P3-S1-16s_S117,CO1-P5-S1-16s_S46,Mesic,Dry,0.957066667,MesicDry,Soil
785,NE1-P3-S1-16s_S117,CO1-P6-S1-16s_S47,Mesic,Dry,0.946,MesicDry,Soil
2807,KS2-P2-S1-16s_S128,SC1-P1-S1-16s_S97,Dry,Wet,0.989666667,DryWet,Soil
2808,KS2-P2-S1-16s_S128,SC1-P2-S1-16s_S98,Dry,Wet,0.988466667,DryWet,Soil
2809,KS2-P2-S1-16s_S128,SC1-P3-S1-16s_S99,Dry,Wet,0.991133333,DryWet,Soil
2810,KS2-P2-S1-16s_S128,SC1-P4-S1-16s_S100,Dry,Wet,0.988466667,DryWet,Soil
2811,KS2-P2-S1-16s_S128,SC1-P5-S1-16s_S101,Dry,Wet,0.990466667,DryWet,Soil
2812,KS2-P2-S1-16s_S128,SC1-P6-S1-16s_S102,Dry,Wet,0.991266667,DryWet,Soil
2873,KS2-P3-S1-16s_S129,SC1-P1-S1-16s_S97,Dry,Wet,0.9944,DryWet,Soil
2874,KS2-P3-S1-16s_S129,SC1-P2-S1-16s_S98,Dry,Wet,0.997333333,DryWet,Soil
2875,KS2-P3-S1-16s_S129,SC1-P3-S1-16s_S99,Dry,Wet,0.998,DryWet,Soil
2876,KS2-P3-S1-16s_S129,SC1-P4-S1-16s_S100,Dry,Wet,0.997533333,DryWet,Soil
2877,KS2-P3-S1-16s_S129,SC1-P5-S1-16s_S101,Dry,Wet,0.994666667,DryWet,Soil
2878,KS2-P3-S1-16s_S129,SC1-P6-S1-16s_S102,Dry,Wet,0.996333333,DryWet,Soil
2939,KS2-P4-S1-16s_S130,SC1-P1-S1-16s_S97,Dry,Wet,0.9912,DryWet,Soil
2940,KS2-P4-S1-16s_S130,SC1-P2-S1-16s_S98,Dry,Wet,0.9914,DryWet,Soil
2941,KS2-P4-S1-16s_S130,SC1-P3-S1-16s_S99,Dry,Wet,0.9972,DryWet,Soil
2942,KS2-P4-S1-16s_S130,SC1-P4-S1-16s_S100,Dry,Wet,0.9932,DryWet,Soil
2943,KS2-P4-S1-16s_S130,SC1-P5-S1-16s_S101,Dry,Wet,0.9818,DryWet,Soil
2944,KS2-P4-S1-16s_S130,SC1-P6-S1-16s_S102,Dry,Wet,0.990933333,DryWet,Soil
3005,KS2-P5-S1-16s_S131,SC1-P1-S1-16s_S97,Dry,Wet,0.986666667,DryWet,Soil
3006,KS2-P5-S1-16s_S131,SC1-P2-S1-16s_S98,Dry,Wet,0.9936,DryWet,Soil
3007,KS2-P5-S1-16s_S131,SC1-P3-S1-16s_S99,Dry,Wet,0.994866667,DryWet,Soil
3008,KS2-P5-S1-16s_S131,SC1-P4-S1-16s_S100,Dry,Wet,0.994733333,DryWet,Soil
3009,KS2-P5-S1-16s_S131,SC1-P5-S1-16s_S101,Dry,Wet,0.985133333,DryWet,Soil
3010,KS2-P5-S1-16s_S131,SC1-P6-S1-16s_S102,Dry,Wet,0.9958,DryWet,Soil
2039,NM1-P1-S1-16s_S36,NE1-P1-S1-16s_S115,Dry,Mesic,0.9776,DryMesic,Soil
2040,NM1-P1-S1-16s_S36,NE1-P2-S1-16s_S116,Dry,Mesic,0.9798,DryMesic,Soil
2041,NM1-P1-S1-16s_S36,NE1-P3-S1-16s_S117,Dry,Mesic,0.974333333,DryMesic,Soil
2042,NM1-P1-S1-16s_S36,NE1-P4-S1-16s_S118,Dry,Mesic,0.985133333,DryMesic,Soil
2043,NM1-P1-S1-16s_S36,NE1-P5-S1-16s_S119,Dry,Mesic,0.982733333,DryMesic,Soil
2044,NM1-P1-S1-16s_S36,NE1-P6-S1-16s_S120,Dry,Mesic,0.9864,DryMesic,Soil
2055,NM1-P2-S1-16s_S37,NE1-P1-S1-16s_S115,Dry,Mesic,0.954133333,DryMesic,Soil
2056,NM1-P2-S1-16s_S37,NE1-P2-S1-16s_S116,Dry,Mesic,0.965933333,DryMesic,Soil
2057,NM1-P2-S1-16s_S37,NE1-P3-S1-16s_S117,Dry,Mesic,0.964333333,DryMesic,Soil
2058,NM1-P2-S1-16s_S37,NE1-P4-S1-16s_S118,Dry,Mesic,0.967,DryMesic,Soil
2059,NM1-P2-S1-16s_S37,NE1-P5-S1-16s_S119,Dry,Mesic,0.968133333,DryMesic,Soil
2060,NM1-P2-S1-16s_S37,NE1-P6-S1-16s_S120,Dry,Mesic,0.966866667,DryMesic,Soil
2071,NM1-P3-S1-16s_S38,NE1-P1-S1-16s_S115,Dry,Mesic,0.9656,DryMesic,Soil
2072,NM1-P3-S1-16s_S38,NE1-P2-S1-16s_S116,Dry,Mesic,0.9716,DryMesic,Soil
2073,NM1-P3-S1-16s_S38,NE1-P3-S1-16s_S117,Dry,Mesic,0.978266667,DryMesic,Soil
2074,NM1-P3-S1-16s_S38,NE1-P4-S1-16s_S118,Dry,Mesic,0.9776,DryMesic,Soil
2075,NM1-P3-S1-16s_S38,NE1-P5-S1-16s_S119,Dry,Mesic,0.9802,DryMesic,Soil
2076,NM1-P3-S1-16s_S38,NE1-P6-S1-16s_S120,Dry,Mesic,0.986666667,DryMesic,Soil
2087,NM1-P4-S1-16s_S39,NE1-P1-S1-16s_S115,Dry,Mesic,0.978666667,DryMesic,Soil
2088,NM1-P4-S1-16s_S39,NE1-P2-S1-16s_S116,Dry,Mesic,0.974666667,DryMesic,Soil
2089,NM1-P4-S1-16s_S39,NE1-P3-S1-16s_S117,Dry,Mesic,0.9454,DryMesic,Soil
2090,NM1-P4-S1-16s_S39,NE1-P4-S1-16s_S118,Dry,Mesic,0.959666667,DryMesic,Soil
2091,NM1-P4-S1-16s_S39,NE1-P5-S1-16s_S119,Dry,Mesic,0.9414,DryMesic,Soil
2092,NM1-P4-S1-16s_S39,NE1-P6-S1-16s_S120,Dry,Mesic,0.977333333,DryMesic,Soil
2103,NM1-P5-S1-16s_S40,NE1-P1-S1-16s_S115,Dry,Mesic,0.953866667,DryMesic,Soil
2104,NM1-P5-S1-16s_S40,NE1-P2-S1-16s_S116,Dry,Mesic,0.953333333,DryMesic,Soil
2105,NM1-P5-S1-16s_S40,NE1-P3-S1-16s_S117,Dry,Mesic,0.946333333,DryMesic,Soil
2106,NM1-P5-S1-16s_S40,NE1-P4-S1-16s_S118,Dry,Mesic,0.9502,DryMesic,Soil
2107,NM1-P5-S1-16s_S40,NE1-P5-S1-16s_S119,Dry,Mesic,0.948333333,DryMesic,Soil
2108,NM1-P5-S1-16s_S40,NE1-P6-S1-16s_S120,Dry,Mesic,0.972133333,DryMesic,Soil
2119,NM1-P6-S1-16s_S41,NE1-P1-S1-16s_S115,Dry,Mesic,0.985466667,DryMesic,Soil
2120,NM1-P6-S1-16s_S41,NE1-P2-S1-16s_S116,Dry,Mesic,0.986466667,DryMesic,Soil
2121,NM1-P6-S1-16s_S41,NE1-P3-S1-16s_S117,Dry,Mesic,0.976933333,DryMesic,Soil
2122,NM1-P6-S1-16s_S41,NE1-P4-S1-16s_S118,Dry,Mesic,0.972133333,DryMesic,Soil
2123,NM1-P6-S1-16s_S41,NE1-P5-S1-16s_S119,Dry,Mesic,0.9856,DryMesic,Soil
2124,NM1-P6-S1-16s_S41,NE1-P6-S1-16s_S120,Dry,Mesic,0.992133333,DryMesic,Soil
4624,NM1-P1-S1-16s_S36,IN1-P1-S1-16s_S19,Dry,Wet,0.996,DryWet,Soil
4625,NM1-P1-S1-16s_S36,IN1-P2-S1-16s_S20,Dry,Wet,0.994533333,DryWet,Soil
4626,NM1-P1-S1-16s_S36,IN1-P3-S1-16s_S21,Dry,Wet,0.998533333,DryWet,Soil
4627,NM1-P1-S1-16s_S36,IN1-P4-S1-16s_S22,Dry,Wet,0.989666667,DryWet,Soil
4628,NM1-P1-S1-16s_S36,IN1-P5-S1-16s_S23,Dry,Wet,0.994266667,DryWet,Soil
4629,NM1-P1-S1-16s_S36,IN1-P6-S1-16s_S24,Dry,Wet,0.9886,DryWet,Soil
4690,NM1-P2-S1-16s_S37,IN1-P1-S1-16s_S19,Dry,Wet,0.987866667,DryWet,Soil
4691,NM1-P2-S1-16s_S37,IN1-P2-S1-16s_S20,Dry,Wet,0.981266667,DryWet,Soil
4692,NM1-P2-S1-16s_S37,IN1-P3-S1-16s_S21,Dry,Wet,0.991133333,DryWet,Soil
4693,NM1-P2-S1-16s_S37,IN1-P4-S1-16s_S22,Dry,Wet,0.9834,DryWet,Soil
4694,NM1-P2-S1-16s_S37,IN1-P5-S1-16s_S23,Dry,Wet,0.980066667,DryWet,Soil
4695,NM1-P2-S1-16s_S37,IN1-P6-S1-16s_S24,Dry,Wet,0.984333333,DryWet,Soil
4756,NM1-P3-S1-16s_S38,IN1-P1-S1-16s_S19,Dry,Wet,0.991733333,DryWet,Soil
4757,NM1-P3-S1-16s_S38,IN1-P2-S1-16s_S20,Dry,Wet,0.9894,DryWet,Soil
4758,NM1-P3-S1-16s_S38,IN1-P3-S1-16s_S21,Dry,Wet,0.993533333,DryWet,Soil
4759,NM1-P3-S1-16s_S38,IN1-P4-S1-16s_S22,Dry,Wet,0.9832,DryWet,Soil
4760,NM1-P3-S1-16s_S38,IN1-P5-S1-16s_S23,Dry,Wet,0.985066667,DryWet,Soil
4761,NM1-P3-S1-16s_S38,IN1-P6-S1-16s_S24,Dry,Wet,0.9902,DryWet,Soil
4822,NM1-P4-S1-16s_S39,IN1-P1-S1-16s_S19,Dry,Wet,0.992866667,DryWet,Soil
4823,NM1-P4-S1-16s_S39,IN1-P2-S1-16s_S20,Dry,Wet,0.992466667,DryWet,Soil
4824,NM1-P4-S1-16s_S39,IN1-P3-S1-16s_S21,Dry,Wet,0.995533333,DryWet,Soil
4825,NM1-P4-S1-16s_S39,IN1-P4-S1-16s_S22,Dry,Wet,0.992133333,DryWet,Soil
4826,NM1-P4-S1-16s_S39,IN1-P5-S1-16s_S23,Dry,Wet,0.9962,DryWet,Soil
4827,NM1-P4-S1-16s_S39,IN1-P6-S1-16s_S24,Dry,Wet,0.993333333,DryWet,Soil
4888,NM1-P5-S1-16s_S40,IN1-P1-S1-16s_S19,Dry,Wet,0.9806,DryWet,Soil
4889,NM1-P5-S1-16s_S40,IN1-P2-S1-16s_S20,Dry,Wet,0.983066667,DryWet,Soil
4890,NM1-P5-S1-16s_S40,IN1-P3-S1-16s_S21,Dry,Wet,0.966666667,DryWet,Soil
4891,NM1-P5-S1-16s_S40,IN1-P4-S1-16s_S22,Dry,Wet,0.975933333,DryWet,Soil
4892,NM1-P5-S1-16s_S40,IN1-P5-S1-16s_S23,Dry,Wet,0.9786,DryWet,Soil
4893,NM1-P5-S1-16s_S40,IN1-P6-S1-16s_S24,Dry,Wet,0.985666667,DryWet,Soil
4954,NM1-P6-S1-16s_S41,IN1-P1-S1-16s_S19,Dry,Wet,0.994533333,DryWet,Soil
4955,NM1-P6-S1-16s_S41,IN1-P2-S1-16s_S20,Dry,Wet,0.989333333,DryWet,Soil
4956,NM1-P6-S1-16s_S41,IN1-P3-S1-16s_S21,Dry,Wet,0.9988,DryWet,Soil
4957,NM1-P6-S1-16s_S41,IN1-P4-S1-16s_S22,Dry,Wet,0.997066667,DryWet,Soil
4958,NM1-P6-S1-16s_S41,IN1-P5-S1-16s_S23,Dry,Wet,0.996933333,DryWet,Soil
4959,NM1-P6-S1-16s_S41,IN1-P6-S1-16s_S24,Dry,Wet,0.995933333,DryWet,Soil
5636,TX3-P1-S1-16s_S84,MS1-P4-S1-16s_S33,Dry,Wet,0.978333333,DryWet,Soil
5637,TX3-P1-S1-16s_S84,MS1-P5-S1-16s_S34,Dry,Wet,0.992733333,DryWet,Soil
5638,TX3-P1-S1-16s_S84,MS1-P6-S1-16s_S35,Dry,Wet,0.980866667,DryWet,Soil
5702,TX3-P2-S1-16s_S85,MS1-P4-S1-16s_S33,Dry,Wet,0.993333333,DryWet,Soil
5703,TX3-P2-S1-16s_S85,MS1-P5-S1-16s_S34,Dry,Wet,0.985866667,DryWet,Soil
5704,TX3-P2-S1-16s_S85,MS1-P6-S1-16s_S35,Dry,Wet,0.987733333,DryWet,Soil
5768,TX3-P3-S1-16s_S86,MS1-P4-S1-16s_S33,Dry,Wet,0.986866667,DryWet,Soil
5769,TX3-P3-S1-16s_S86,MS1-P5-S1-16s_S34,Dry,Wet,0.9916,DryWet,Soil
5770,TX3-P3-S1-16s_S86,MS1-P6-S1-16s_S35,Dry,Wet,0.9858,DryWet,Soil
5834,TX3-P4-S1-16s_S87,MS1-P4-S1-16s_S33,Dry,Wet,0.988533333,DryWet,Soil
5835,TX3-P4-S1-16s_S87,MS1-P5-S1-16s_S34,Dry,Wet,0.985666667,DryWet,Soil
5836,TX3-P4-S1-16s_S87,MS1-P6-S1-16s_S35,Dry,Wet,0.981666667,DryWet,Soil
5900,TX3-P5-S1-16s_S88,MS1-P4-S1-16s_S33,Dry,Wet,0.992533333,DryWet,Soil
5901,TX3-P5-S1-16s_S88,MS1-P5-S1-16s_S34,Dry,Wet,0.984133333,DryWet,Soil
5902,TX3-P5-S1-16s_S88,MS1-P6-S1-16s_S35,Dry,Wet,0.986933333,DryWet,Soil
5966,TX3-P6-S1-16s_S89,MS1-P4-S1-16s_S33,Dry,Wet,0.9918,DryWet,Soil
5967,TX3-P6-S1-16s_S89,MS1-P5-S1-16s_S34,Dry,Wet,0.983533333,DryWet,Soil
5968,TX3-P6-S1-16s_S89,MS1-P6-S1-16s_S35,Dry,Wet,0.981933333,DryWet,Soil
704,NE1-P1-S1-16s_S115,NM1-P1-S1-16s_S36,Mesic,Dry,0.9776,MesicDry,Soil
705,NE1-P1-S1-16s_S115,NM1-P2-S1-16s_S37,Mesic,Dry,0.954133333,MesicDry,Soil
706,NE1-P1-S1-16s_S115,NM1-P3-S1-16s_S38,Mesic,Dry,0.9656,MesicDry,Soil
707,NE1-P1-S1-16s_S115,NM1-P4-S1-16s_S39,Mesic,Dry,0.978666667,MesicDry,Soil
708,NE1-P1-S1-16s_S115,NM1-P5-S1-16s_S40,Mesic,Dry,0.953866667,MesicDry,Soil
709,NE1-P1-S1-16s_S115,NM1-P6-S1-16s_S41,Mesic,Dry,0.985466667,MesicDry,Soil
759,NE1-P2-S1-16s_S116,NM1-P1-S1-16s_S36,Mesic,Dry,0.9798,MesicDry,Soil
760,NE1-P2-S1-16s_S116,NM1-P2-S1-16s_S37,Mesic,Dry,0.965933333,MesicDry,Soil
761,NE1-P2-S1-16s_S116,NM1-P3-S1-16s_S38,Mesic,Dry,0.9716,MesicDry,Soil
762,NE1-P2-S1-16s_S116,NM1-P4-S1-16s_S39,Mesic,Dry,0.974666667,MesicDry,Soil
763,NE1-P2-S1-16s_S116,NM1-P5-S1-16s_S40,Mesic,Dry,0.953333333,MesicDry,Soil
764,NE1-P2-S1-16s_S116,NM1-P6-S1-16s_S41,Mesic,Dry,0.986466667,MesicDry,Soil
814,NE1-P3-S1-16s_S117,NM1-P1-S1-16s_S36,Mesic,Dry,0.974333333,MesicDry,Soil
815,NE1-P3-S1-16s_S117,NM1-P2-S1-16s_S37,Mesic,Dry,0.964333333,MesicDry,Soil
816,NE1-P3-S1-16s_S117,NM1-P3-S1-16s_S38,Mesic,Dry,0.978266667,MesicDry,Soil
817,NE1-P3-S1-16s_S117,NM1-P4-S1-16s_S39,Mesic,Dry,0.9454,MesicDry,Soil
818,NE1-P3-S1-16s_S117,NM1-P5-S1-16s_S40,Mesic,Dry,0.946333333,MesicDry,Soil
819,NE1-P3-S1-16s_S117,NM1-P6-S1-16s_S41,Mesic,Dry,0.976933333,MesicDry,Soil
5653,TX3-P1-S1-16s_S84,TX2-P1-S1-16s_S72,Dry,Wet,0.964133333,DryWet,Soil
5654,TX3-P1-S1-16s_S84,TX2-P2-S1-16s_S73,Dry,Wet,0.979333333,DryWet,Soil
5655,TX3-P1-S1-16s_S84,TX2-P3-S1-16s_S74,Dry,Wet,0.979733333,DryWet,Soil
5656,TX3-P1-S1-16s_S84,TX2-P4-S1-16s_S75,Dry,Wet,0.969133333,DryWet,Soil
5657,TX3-P1-S1-16s_S84,TX2-P5-S1-16s_S76,Dry,Wet,0.972933333,DryWet,Soil
5658,TX3-P1-S1-16s_S84,TX2-P6-S2-16s_S77,Dry,Wet,0.975,DryWet,Soil
5719,TX3-P2-S1-16s_S85,TX2-P1-S1-16s_S72,Dry,Wet,0.969533333,DryWet,Soil
5720,TX3-P2-S1-16s_S85,TX2-P2-S1-16s_S73,Dry,Wet,0.9626,DryWet,Soil
5721,TX3-P2-S1-16s_S85,TX2-P3-S1-16s_S74,Dry,Wet,0.9812,DryWet,Soil
5722,TX3-P2-S1-16s_S85,TX2-P4-S1-16s_S75,Dry,Wet,0.977333333,DryWet,Soil
5723,TX3-P2-S1-16s_S85,TX2-P5-S1-16s_S76,Dry,Wet,0.9756,DryWet,Soil
5724,TX3-P2-S1-16s_S85,TX2-P6-S2-16s_S77,Dry,Wet,0.974066667,DryWet,Soil
5785,TX3-P3-S1-16s_S86,TX2-P1-S1-16s_S72,Dry,Wet,0.979066667,DryWet,Soil
5786,TX3-P3-S1-16s_S86,TX2-P2-S1-16s_S73,Dry,Wet,0.981866667,DryWet,Soil
5787,TX3-P3-S1-16s_S86,TX2-P3-S1-16s_S74,Dry,Wet,0.9848,DryWet,Soil
5788,TX3-P3-S1-16s_S86,TX2-P4-S1-16s_S75,Dry,Wet,0.974733333,DryWet,Soil
5789,TX3-P3-S1-16s_S86,TX2-P5-S1-16s_S76,Dry,Wet,0.9728,DryWet,Soil
5790,TX3-P3-S1-16s_S86,TX2-P6-S2-16s_S77,Dry,Wet,0.974666667,DryWet,Soil
5851,TX3-P4-S1-16s_S87,TX2-P1-S1-16s_S72,Dry,Wet,0.973733333,DryWet,Soil
5852,TX3-P4-S1-16s_S87,TX2-P2-S1-16s_S73,Dry,Wet,0.981,DryWet,Soil
5853,TX3-P4-S1-16s_S87,TX2-P3-S1-16s_S74,Dry,Wet,0.979066667,DryWet,Soil
5854,TX3-P4-S1-16s_S87,TX2-P4-S1-16s_S75,Dry,Wet,0.970933333,DryWet,Soil
5855,TX3-P4-S1-16s_S87,TX2-P5-S1-16s_S76,Dry,Wet,0.978933333,DryWet,Soil
5856,TX3-P4-S1-16s_S87,TX2-P6-S2-16s_S77,Dry,Wet,0.979,DryWet,Soil
5917,TX3-P5-S1-16s_S88,TX2-P1-S1-16s_S72,Dry,Wet,0.965333333,DryWet,Soil
5918,TX3-P5-S1-16s_S88,TX2-P2-S1-16s_S73,Dry,Wet,0.972933333,DryWet,Soil
5919,TX3-P5-S1-16s_S88,TX2-P3-S1-16s_S74,Dry,Wet,0.986866667,DryWet,Soil
5920,TX3-P5-S1-16s_S88,TX2-P4-S1-16s_S75,Dry,Wet,0.984266667,DryWet,Soil
5921,TX3-P5-S1-16s_S88,TX2-P5-S1-16s_S76,Dry,Wet,0.972733333,DryWet,Soil
5922,TX3-P5-S1-16s_S88,TX2-P6-S2-16s_S77,Dry,Wet,0.978666667,DryWet,Soil
5983,TX3-P6-S1-16s_S89,TX2-P1-S1-16s_S72,Dry,Wet,0.9764,DryWet,Soil
5984,TX3-P6-S1-16s_S89,TX2-P2-S1-16s_S73,Dry,Wet,0.974333333,DryWet,Soil
5985,TX3-P6-S1-16s_S89,TX2-P3-S1-16s_S74,Dry,Wet,0.986266667,DryWet,Soil
5986,TX3-P6-S1-16s_S89,TX2-P4-S1-16s_S75,Dry,Wet,0.974533333,DryWet,Soil
5987,TX3-P6-S1-16s_S89,TX2-P5-S1-16s_S76,Dry,Wet,0.982533333,DryWet,Soil
5988,TX3-P6-S1-16s_S89,TX2-P6-S2-16s_S77,Dry,Wet,0.9812,DryWet,Soil
3826,ND1-P1-S1-16s_S145,IL1-P1-S1-16s_S78,Dry,Wet,0.9846,DryWet,Soil
3827,ND1-P1-S1-16s_S145,IL1-P2-S1-16s_S79,Dry,Wet,0.995066667,DryWet,Soil
3828,ND1-P1-S1-16s_S145,IL1-P3-S1-16s_S80,Dry,Wet,0.983133333,DryWet,Soil
3829,ND1-P1-S1-16s_S145,IL1-P4-S1-16s_S81,Dry,Wet,0.984466667,DryWet,Soil
3830,ND1-P1-S1-16s_S145,IL1-P5-S1-16s_S82,Dry,Wet,0.982866667,DryWet,Soil
3831,ND1-P1-S1-16s_S145,IL1-P6-S1-16s_S83,Dry,Wet,0.9854,DryWet,Soil
3892,ND1-P2-S1-16s_S146,IL1-P1-S1-16s_S78,Dry,Wet,0.984666667,DryWet,Soil
3893,ND1-P2-S1-16s_S146,IL1-P2-S1-16s_S79,Dry,Wet,0.982733333,DryWet,Soil
3894,ND1-P2-S1-16s_S146,IL1-P3-S1-16s_S80,Dry,Wet,0.984133333,DryWet,Soil
3895,ND1-P2-S1-16s_S146,IL1-P4-S1-16s_S81,Dry,Wet,0.9784,DryWet,Soil
3896,ND1-P2-S1-16s_S146,IL1-P5-S1-16s_S82,Dry,Wet,0.974933333,DryWet,Soil
3897,ND1-P2-S1-16s_S146,IL1-P6-S1-16s_S83,Dry,Wet,0.9796,DryWet,Soil
3958,ND1-P3-S1-16s_S147,IL1-P1-S1-16s_S78,Dry,Wet,0.990466667,DryWet,Soil
3959,ND1-P3-S1-16s_S147,IL1-P2-S1-16s_S79,Dry,Wet,0.9918,DryWet,Soil
3960,ND1-P3-S1-16s_S147,IL1-P3-S1-16s_S80,Dry,Wet,0.9964,DryWet,Soil
3961,ND1-P3-S1-16s_S147,IL1-P4-S1-16s_S81,Dry,Wet,0.986066667,DryWet,Soil
3962,ND1-P3-S1-16s_S147,IL1-P5-S1-16s_S82,Dry,Wet,0.9944,DryWet,Soil
3963,ND1-P3-S1-16s_S147,IL1-P6-S1-16s_S83,Dry,Wet,0.990933333,DryWet,Soil
4024,ND1-P4-S1-16s_S148,IL1-P1-S1-16s_S78,Dry,Wet,0.972266667,DryWet,Soil
4025,ND1-P4-S1-16s_S148,IL1-P2-S1-16s_S79,Dry,Wet,0.987866667,DryWet,Soil
4026,ND1-P4-S1-16s_S148,IL1-P3-S1-16s_S80,Dry,Wet,0.982,DryWet,Soil
4027,ND1-P4-S1-16s_S148,IL1-P4-S1-16s_S81,Dry,Wet,0.972,DryWet,Soil
4028,ND1-P4-S1-16s_S148,IL1-P5-S1-16s_S82,Dry,Wet,0.9788,DryWet,Soil
4029,ND1-P4-S1-16s_S148,IL1-P6-S1-16s_S83,Dry,Wet,0.981933333,DryWet,Soil
4090,ND1-P5-S1-16s_S149,IL1-P1-S1-16s_S78,Dry,Wet,0.986466667,DryWet,Soil
4091,ND1-P5-S1-16s_S149,IL1-P2-S1-16s_S79,Dry,Wet,0.992666667,DryWet,Soil
4092,ND1-P5-S1-16s_S149,IL1-P3-S1-16s_S80,Dry,Wet,0.989733333,DryWet,Soil
4093,ND1-P5-S1-16s_S149,IL1-P4-S1-16s_S81,Dry,Wet,0.9886,DryWet,Soil
4094,ND1-P5-S1-16s_S149,IL1-P5-S1-16s_S82,Dry,Wet,0.9912,DryWet,Soil
4095,ND1-P5-S1-16s_S149,IL1-P6-S1-16s_S83,Dry,Wet,0.9874,DryWet,Soil
4156,ND1-P6-S1-16s_S150,IL1-P1-S1-16s_S78,Dry,Wet,0.975733333,DryWet,Soil
4157,ND1-P6-S1-16s_S150,IL1-P2-S1-16s_S79,Dry,Wet,0.980933333,DryWet,Soil
4158,ND1-P6-S1-16s_S150,IL1-P3-S1-16s_S80,Dry,Wet,0.990933333,DryWet,Soil
4159,ND1-P6-S1-16s_S150,IL1-P4-S1-16s_S81,Dry,Wet,0.978066667,DryWet,Soil
4160,ND1-P6-S1-16s_S150,IL1-P5-S1-16s_S82,Dry,Wet,0.981733333,DryWet,Soil
4161,ND1-P6-S1-16s_S150,IL1-P6-S1-16s_S83,Dry,Wet,0.987533333,DryWet,Soil
3481,MT1-P1-S1-16s_S139,WI1-P1-S1-16s_S13,Dry,Wet,0.988133333,DryWet,Soil
3482,MT1-P1-S1-16s_S139,WI1-P2-S1-16s_S14,Dry,Wet,0.985466667,DryWet,Soil
3483,MT1-P1-S1-16s_S139,WI1-P3-S1-16s_S15,Dry,Wet,0.9762,DryWet,Soil
3484,MT1-P1-S1-16s_S139,WI1-P4-S2-16s_S16,Dry,Wet,0.975,DryWet,Soil
3485,MT1-P1-S1-16s_S139,WI1-P5-S1-16s_S17,Dry,Wet,0.980066667,DryWet,Soil
3486,MT1-P1-S1-16s_S139,WI1-P6-S1-16s_S18,Dry,Wet,0.974066667,DryWet,Soil
3547,MT1-P2-S1-16s_S140,WI1-P1-S1-16s_S13,Dry,Wet,0.970133333,DryWet,Soil
3548,MT1-P2-S1-16s_S140,WI1-P2-S1-16s_S14,Dry,Wet,0.970333333,DryWet,Soil
3549,MT1-P2-S1-16s_S140,WI1-P3-S1-16s_S15,Dry,Wet,0.964333333,DryWet,Soil
3550,MT1-P2-S1-16s_S140,WI1-P4-S2-16s_S16,Dry,Wet,0.9466,DryWet,Soil
3551,MT1-P2-S1-16s_S140,WI1-P5-S1-16s_S17,Dry,Wet,0.970266667,DryWet,Soil
3552,MT1-P2-S1-16s_S140,WI1-P6-S1-16s_S18,Dry,Wet,0.967066667,DryWet,Soil
3613,MT1-P3-S1-16s_S141,WI1-P1-S1-16s_S13,Dry,Wet,0.987133333,DryWet,Soil
