,SubjectID1,SubjectID2,Group1,Group2,Distance,Group3,Type
2402,CO1-P1-S1-16s_S42,MS1-P4-S1-16s_S33,Dry,Wet,0.9882,DryWet,Soil
2403,CO1-P1-S1-16s_S42,MS1-P5-S1-16s_S34,Dry,Wet,0.9762,DryWet,Soil
2404,CO1-P1-S1-16s_S42,MS1-P6-S1-16s_S35,Dry,Wet,0.985133333,DryWet,Soil
2468,CO1-P2-S1-16s_S43,MS1-P4-S1-16s_S33,Dry,Wet,0.990733333,DryWet,Soil
2469,CO1-P2-S1-16s_S43,MS1-P5-S1-16s_S34,Dry,Wet,0.981933333,DryWet,Soil
2470,CO1-P2-S1-16s_S43,MS1-P6-S1-16s_S35,Dry,Wet,0.9854,DryWet,Soil
2534,CO1-P3-S1-16s_S44,MS1-P4-S1-16s_S33,Dry,Wet,0.993133333,DryWet,Soil
2535,CO1-P3-S1-16s_S44,MS1-P5-S1-16s_S34,Dry,Wet,0.988533333,DryWet,Soil
2536,CO1-P3-S1-16s_S44,MS1-P6-S1-16s_S35,Dry,Wet,0.991133333,DryWet,Soil
2600,CO1-P4-S1-16s_S45,MS1-P4-S1-16s_S33,Dry,Wet,0.983466667,DryWet,Soil
2601,CO1-P4-S1-16s_S45,MS1-P5-S1-16s_S34,Dry,Wet,0.9636,DryWet,Soil
2602,CO1-P4-S1-16s_S45,MS1-P6-S1-16s_S35,Dry,Wet,0.978666667,DryWet,Soil
2666,CO1-P5-S1-16s_S46,MS1-P4-S1-16s_S33,Dry,Wet,0.989866667,DryWet,Soil
2667,CO1-P5-S1-16s_S46,MS1-P5-S1-16s_S34,Dry,Wet,0.969533333,DryWet,Soil
2668,CO1-P5-S1-16s_S46,MS1-P6-S1-16s_S35,Dry,Wet,0.990933333,DryWet,Soil
2732,CO1-P6-S1-16s_S47,MS1-P4-S1-16s_S33,Dry,Wet,0.989933333,DryWet,Soil
2733,CO1-P6-S1-16s_S47,MS1-P5-S1-16s_S34,Dry,Wet,0.976266667,DryWet,Soil
2734,CO1-P6-S1-16s_S47,MS1-P6-S1-16s_S35,Dry,Wet,0.982333333,DryWet,Soil
2419,CO1-P1-S1-16s_S42,TX2-P1-S1-16s_S72,Dry,Wet,0.978733333,DryWet,Soil
2420,CO1-P1-S1-16s_S42,TX2-P2-S1-16s_S73,Dry,Wet,0.965266667,DryWet,Soil
2421,CO1-P1-S1-16s_S42,TX2-P3-S1-16s_S74,Dry,Wet,0.982,DryWet,Soil
2422,CO1-P1-S1-16s_S42,TX2-P4-S1-16s_S75,Dry,Wet,0.9688,DryWet,Soil
2423,CO1-P1-S1-16s_S42,TX2-P5-S1-16s_S76,Dry,Wet,0.9792,DryWet,Soil
2424,CO1-P1-S1-16s_S42,TX2-P6-S2-16s_S77,Dry,Wet,0.971466667,DryWet,Soil
2485,CO1-P2-S1-16s_S43,TX2-P1-S1-16s_S72,Dry,Wet,0.984733333,DryWet,Soil
2486,CO1-P2-S1-16s_S43,TX2-P2-S1-16s_S73,Dry,Wet,0.967666667,DryWet,Soil
2487,CO1-P2-S1-16s_S43,TX2-P3-S1-16s_S74,Dry,Wet,0.986,DryWet,Soil
2488,CO1-P2-S1-16s_S43,TX2-P4-S1-16s_S75,Dry,Wet,0.976733333,DryWet,Soil
2489,CO1-P2-S1-16s_S43,TX2-P5-S1-16s_S76,Dry,Wet,0.9826,DryWet,Soil
2490,CO1-P2-S1-16s_S43,TX2-P6-S2-16s_S77,Dry,Wet,0.9746,DryWet,Soil
2551,CO1-P3-S1-16s_S44,TX2-P1-S1-16s_S72,Dry,Wet,0.992466667,DryWet,Soil
2552,CO1-P3-S1-16s_S44,TX2-P2-S1-16s_S73,Dry,Wet,0.983133333,DryWet,Soil
2553,CO1-P3-S1-16s_S44,TX2-P3-S1-16s_S74,Dry,Wet,0.995733333,DryWet,Soil
2554,CO1-P3-S1-16s_S44,TX2-P4-S1-16s_S75,Dry,Wet,0.961866667,DryWet,Soil
2555,CO1-P3-S1-16s_S44,TX2-P5-S1-16s_S76,Dry,Wet,0.993333333,DryWet,Soil
2556,CO1-P3-S1-16s_S44,TX2-P6-S2-16s_S77,Dry,Wet,0.983466667,DryWet,Soil
2617,CO1-P4-S1-16s_S45,TX2-P1-S1-16s_S72,Dry,Wet,0.985666667,DryWet,Soil
2618,CO1-P4-S1-16s_S45,TX2-P2-S1-16s_S73,Dry,Wet,0.9792,DryWet,Soil
2619,CO1-P4-S1-16s_S45,TX2-P3-S1-16s_S74,Dry,Wet,0.988133333,DryWet,Soil
2620,CO1-P4-S1-16s_S45,TX2-P4-S1-16s_S75,Dry,Wet,0.9846,DryWet,Soil
2621,CO1-P4-S1-16s_S45,TX2-P5-S1-16s_S76,Dry,Wet,0.984533333,DryWet,Soil
2622,CO1-P4-S1-16s_S45,TX2-P6-S2-16s_S77,Dry,Wet,0.986933333,DryWet,Soil
2683,CO1-P5-S1-16s_S46,TX2-P1-S1-16s_S72,Dry,Wet,0.992866667,DryWet,Soil
2684,CO1-P5-S1-16s_S46,TX2-P2-S1-16s_S73,Dry,Wet,0.987733333,DryWet,Soil
2685,CO1-P5-S1-16s_S46,TX2-P3-S1-16s_S74,Dry,Wet,0.995133333,DryWet,Soil
2686,CO1-P5-S1-16s_S46,TX2-P4-S1-16s_S75,Dry,Wet,0.987533333,DryWet,Soil
2687,CO1-P5-S1-16s_S46,TX2-P5-S1-16s_S76,Dry,Wet,0.9928,DryWet,Soil
2688,CO1-P5-S1-16s_S46,TX2-P6-S2-16s_S77,Dry,Wet,0.9874,DryWet,Soil
2749,CO1-P6-S1-16s_S47,TX2-P1-S1-16s_S72,Dry,Wet,0.994866667,DryWet,Soil
2750,CO1-P6-S1-16s_S47,TX2-P2-S1-16s_S73,Dry,Wet,0.9858,DryWet,Soil
2751,CO1-P6-S1-16s_S47,TX2-P3-S1-16s_S74,Dry,Wet,0.995333333,DryWet,Soil
2752,CO1-P6-S1-16s_S47,TX2-P4-S1-16s_S75,Dry,Wet,0.991533333,DryWet,Soil
2753,CO1-P6-S1-16s_S47,TX2-P5-S1-16s_S76,Dry,Wet,0.988866667,DryWet,Soil
2754,CO1-P6-S1-16s_S47,TX2-P6-S2-16s_S77,Dry,Wet,0.979666667,DryWet,Soil
4646,NM1-P1-S1-16s_S36,MS1-P4-S1-16s_S33,Dry,Wet,0.996533333,DryWet,Soil
4647,NM1-P1-S1-16s_S36,MS1-P5-S1-16s_S34,Dry,Wet,0.973266667,DryWet,Soil
4648,NM1-P1-S1-16s_S36,MS1-P6-S1-16s_S35,Dry,Wet,0.994733333,DryWet,Soil
4712,NM1-P2-S1-16s_S37,MS1-P4-S1-16s_S33,Dry,Wet,0.987333333,DryWet,Soil
4713,NM1-P2-S1-16s_S37,MS1-P5-S1-16s_S34,Dry,Wet,0.960066667,DryWet,Soil
4714,NM1-P2-S1-16s_S37,MS1-P6-S1-16s_S35,Dry,Wet,0.968733333,DryWet,Soil
4778,NM1-P3-S1-16s_S38,MS1-P4-S1-16s_S33,Dry,Wet,0.994266667,DryWet,Soil
4779,NM1-P3-S1-16s_S38,MS1-P5-S1-16s_S34,Dry,Wet,0.975933333,DryWet,Soil
4780,NM1-P3-S1-16s_S38,MS1-P6-S1-16s_S35,Dry,Wet,0.985333333,DryWet,Soil
4844,NM1-P4-S1-16s_S39,MS1-P4-S1-16s_S33,Dry,Wet,0.9938,DryWet,Soil
4845,NM1-P4-S1-16s_S39,MS1-P5-S1-16s_S34,Dry,Wet,0.974733333,DryWet,Soil
4846,NM1-P4-S1-16s_S39,MS1-P6-S1-16s_S35,Dry,Wet,0.9872,DryWet,Soil
4910,NM1-P5-S1-16s_S40,MS1-P4-S1-16s_S33,Dry,Wet,0.990733333,DryWet,Soil
4911,NM1-P5-S1-16s_S40,MS1-P5-S1-16s_S34,Dry,Wet,0.976333333,DryWet,Soil
4912,NM1-P5-S1-16s_S40,MS1-P6-S1-16s_S35,Dry,Wet,0.9832,DryWet,Soil
4976,NM1-P6-S1-16s_S41,MS1-P4-S1-16s_S33,Dry,Wet,0.9976,DryWet,Soil
4977,NM1-P6-S1-16s_S41,MS1-P5-S1-16s_S34,Dry,Wet,0.978933333,DryWet,Soil
4978,NM1-P6-S1-16s_S41,MS1-P6-S1-16s_S35,Dry,Wet,0.983066667,DryWet,Soil
4663,NM1-P1-S1-16s_S36,TX2-P1-S1-16s_S72,Dry,Wet,0.9992,DryWet,Soil
4664,NM1-P1-S1-16s_S36,TX2-P2-S1-16s_S73,Dry,Wet,0.993733333,DryWet,Soil
4665,NM1-P1-S1-16s_S36,TX2-P3-S1-16s_S74,Dry,Wet,1,DryWet,Soil
4666,NM1-P1-S1-16s_S36,TX2-P4-S1-16s_S75,Dry,Wet,0.992266667,DryWet,Soil
4667,NM1-P1-S1-16s_S36,TX2-P5-S1-16s_S76,Dry,Wet,0.995933333,DryWet,Soil
4668,NM1-P1-S1-16s_S36,TX2-P6-S2-16s_S77,Dry,Wet,0.996333333,DryWet,Soil
4729,NM1-P2-S1-16s_S37,TX2-P1-S1-16s_S72,Dry,Wet,0.991933333,DryWet,Soil
4730,NM1-P2-S1-16s_S37,TX2-P2-S1-16s_S73,Dry,Wet,0.978133333,DryWet,Soil
4731,NM1-P2-S1-16s_S37,TX2-P3-S1-16s_S74,Dry,Wet,0.99,DryWet,Soil
4732,NM1-P2-S1-16s_S37,TX2-P4-S1-16s_S75,Dry,Wet,0.973733333,DryWet,Soil
4733,NM1-P2-S1-16s_S37,TX2-P5-S1-16s_S76,Dry,Wet,0.993133333,DryWet,Soil
4734,NM1-P2-S1-16s_S37,TX2-P6-S2-16s_S77,Dry,Wet,0.990066667,DryWet,Soil
4795,NM1-P3-S1-16s_S38,TX2-P1-S1-16s_S72,Dry,Wet,0.993666667,DryWet,Soil
4796,NM1-P3-S1-16s_S38,TX2-P2-S1-16s_S73,Dry,Wet,0.984,DryWet,Soil
4797,NM1-P3-S1-16s_S38,TX2-P3-S1-16s_S74,Dry,Wet,0.9912,DryWet,Soil
4798,NM1-P3-S1-16s_S38,TX2-P4-S1-16s_S75,Dry,Wet,0.9748,DryWet,Soil
4799,NM1-P3-S1-16s_S38,TX2-P5-S1-16s_S76,Dry,Wet,0.997333333,DryWet,Soil
4800,NM1-P3-S1-16s_S38,TX2-P6-S2-16s_S77,Dry,Wet,0.997066667,DryWet,Soil
4861,NM1-P4-S1-16s_S39,TX2-P1-S1-16s_S72,Dry,Wet,0.992266667,DryWet,Soil
4862,NM1-P4-S1-16s_S39,TX2-P2-S1-16s_S73,Dry,Wet,0.985,DryWet,Soil
4863,NM1-P4-S1-16s_S39,TX2-P3-S1-16s_S74,Dry,Wet,0.991333333,DryWet,Soil
4864,NM1-P4-S1-16s_S39,TX2-P4-S1-16s_S75,Dry,Wet,0.985466667,DryWet,Soil
4865,NM1-P4-S1-16s_S39,TX2-P5-S1-16s_S76,Dry,Wet,0.9888,DryWet,Soil
4866,NM1-P4-S1-16s_S39,TX2-P6-S2-16s_S77,Dry,Wet,0.976933333,DryWet,Soil
4927,NM1-P5-S1-16s_S40,TX2-P1-S1-16s_S72,Dry,Wet,0.989066667,DryWet,Soil
4928,NM1-P5-S1-16s_S40,TX2-P2-S1-16s_S73,Dry,Wet,0.970266667,DryWet,Soil
4929,NM1-P5-S1-16s_S40,TX2-P3-S1-16s_S74,Dry,Wet,0.981466667,DryWet,Soil
4930,NM1-P5-S1-16s_S40,TX2-P4-S1-16s_S75,Dry,Wet,0.963733333,DryWet,Soil
4931,NM1-P5-S1-16s_S40,TX2-P5-S1-16s_S76,Dry,Wet,0.989933333,DryWet,Soil
4932,NM1-P5-S1-16s_S40,TX2-P6-S2-16s_S77,Dry,Wet,0.977133333,DryWet,Soil
4993,NM1-P6-S1-16s_S41,TX2-P1-S1-16s_S72,Dry,Wet,0.995333333,DryWet,Soil
4994,NM1-P6-S1-16s_S41,TX2-P2-S1-16s_S73,Dry,Wet,0.9956,DryWet,Soil
4995,NM1-P6-S1-16s_S41,TX2-P3-S1-16s_S74,Dry,Wet,0.9948,DryWet,Soil
4996,NM1-P6-S1-16s_S41,TX2-P4-S1-16s_S75,Dry,Wet,0.985933333,DryWet,Soil
4997,NM1-P6-S1-16s_S41,TX2-P5-S1-16s_S76,Dry,Wet,0.996,DryWet,Soil
4998,NM1-P6-S1-16s_S41,TX2-P6-S2-16s_S77,Dry,Wet,0.9906,DryWet,Soil
3458,MT1-P1-S1-16s_S139,MS1-P4-S1-16s_S33,Dry,Wet,0.986133333,DryWet,Soil
3459,MT1-P1-S1-16s_S139,MS1-P5-S1-16s_S34,Dry,Wet,0.9556,DryWet,Soil
3460,MT1-P1-S1-16s_S139,MS1-P6-S1-16s_S35,Dry,Wet,0.9822,DryWet,Soil
3524,MT1-P2-S1-16s_S140,MS1-P4-S1-16s_S33,Dry,Wet,0.969066667,DryWet,Soil
3525,MT1-P2-S1-16s_S140,MS1-P5-S1-16s_S34,Dry,Wet,0.9594,DryWet,Soil
3526,MT1-P2-S1-16s_S140,MS1-P6-S1-16s_S35,Dry,Wet,0.9756,DryWet,Soil
3590,MT1-P3-S1-16s_S141,MS1-P4-S1-16s_S33,Dry,Wet,0.9886,DryWet,Soil
3591,MT1-P3-S1-16s_S141,MS1-P5-S1-16s_S34,Dry,Wet,0.9644,DryWet,Soil
3592,MT1-P3-S1-16s_S141,MS1-P6-S1-16s_S35,Dry,Wet,0.9822,DryWet,Soil
3656,MT1-P4-S1-16s_S142,MS1-P4-S1-16s_S33,Dry,Wet,0.9804,DryWet,Soil
3657,MT1-P4-S1-16s_S142,MS1-P5-S1-16s_S34,Dry,Wet,0.973733333,DryWet,Soil
3658,MT1-P4-S1-16s_S142,MS1-P6-S1-16s_S35,Dry,Wet,0.976133333,DryWet,Soil
3722,MT1-P5-S1-16s_S143,MS1-P4-S1-16s_S33,Dry,Wet,0.986533333,DryWet,Soil
3723,MT1-P5-S1-16s_S143,MS1-P5-S1-16s_S34,Dry,Wet,0.970666667,DryWet,Soil
3724,MT1-P5-S1-16s_S143,MS1-P6-S1-16s_S35,Dry,Wet,0.963266667,DryWet,Soil
3788,MT1-P6-S1-16s_S144,MS1-P4-S1-16s_S33,Dry,Wet,0.982,DryWet,Soil
3789,MT1-P6-S1-16s_S144,MS1-P5-S1-16s_S34,Dry,Wet,0.970733333,DryWet,Soil
3790,MT1-P6-S1-16s_S144,MS1-P6-S1-16s_S35,Dry,Wet,0.969466667,DryWet,Soil
5438,SD1-P1-S1-16s_S121,MS1-P4-S1-16s_S33,Dry,Wet,0.964933333,DryWet,Soil
5439,SD1-P1-S1-16s_S121,MS1-P5-S1-16s_S34,Dry,Wet,0.939333333,DryWet,Soil
5440,SD1-P1-S1-16s_S121,MS1-P6-S1-16s_S35,Dry,Wet,0.963266667,DryWet,Soil
5504,SD1-P2-S1-16s_S122,MS1-P4-S1-16s_S33,Dry,Wet,0.981333333,DryWet,Soil
5505,SD1-P2-S1-16s_S122,MS1-P5-S1-16s_S34,Dry,Wet,0.961266667,DryWet,Soil
5506,SD1-P2-S1-16s_S122,MS1-P6-S1-16s_S35,Dry,Wet,0.960866667,DryWet,Soil
5570,SD1-P5-S1-16s_S125,MS1-P4-S1-16s_S33,Dry,Wet,0.972466667,DryWet,Soil
5571,SD1-P5-S1-16s_S125,MS1-P5-S1-16s_S34,Dry,Wet,0.961266667,DryWet,Soil
5572,SD1-P5-S1-16s_S125,MS1-P6-S1-16s_S35,Dry,Wet,0.9598,DryWet,Soil
2386,CO1-P1-S1-16s_S42,LA1-P1-S1-16s_S54,Dry,Wet,0.988066667,DryWet,Soil
2387,CO1-P1-S1-16s_S42,LA1-P2-S1-16s_S55,Dry,Wet,0.969933333,DryWet,Soil
2388,CO1-P1-S1-16s_S42,LA1-P3-S1-16s_S56,Dry,Wet,0.9912,DryWet,Soil
2389,CO1-P1-S1-16s_S42,LA1-P5-S2-16s_S58,Dry,Wet,0.994666667,DryWet,Soil
2452,CO1-P2-S1-16s_S43,LA1-P1-S1-16s_S54,Dry,Wet,0.9836,DryWet,Soil
2453,CO1-P2-S1-16s_S43,LA1-P2-S1-16s_S55,Dry,Wet,0.9864,DryWet,Soil
2454,CO1-P2-S1-16s_S43,LA1-P3-S1-16s_S56,Dry,Wet,0.988933333,DryWet,Soil
2455,CO1-P2-S1-16s_S43,LA1-P5-S2-16s_S58,Dry,Wet,0.9898,DryWet,Soil
2518,CO1-P3-S1-16s_S44,LA1-P1-S1-16s_S54,Dry,Wet,0.996666667,DryWet,Soil
2519,CO1-P3-S1-16s_S44,LA1-P2-S1-16s_S55,Dry,Wet,0.994666667,DryWet,Soil
2520,CO1-P3-S1-16s_S44,LA1-P3-S1-16s_S56,Dry,Wet,0.9964,DryWet,Soil
2521,CO1-P3-S1-16s_S44,LA1-P5-S2-16s_S58,Dry,Wet,0.995933333,DryWet,Soil
2584,CO1-P4-S1-16s_S45,LA1-P1-S1-16s_S54,Dry,Wet,0.990266667,DryWet,Soil
2585,CO1-P4-S1-16s_S45,LA1-P2-S1-16s_S55,Dry,Wet,0.9782,DryWet,Soil
2586,CO1-P4-S1-16s_S45,LA1-P3-S1-16s_S56,Dry,Wet,0.989933333,DryWet,Soil
2587,CO1-P4-S1-16s_S45,LA1-P5-S2-16s_S58,Dry,Wet,0.992866667,DryWet,Soil
2650,CO1-P5-S1-16s_S46,LA1-P1-S1-16s_S54,Dry,Wet,0.9888,DryWet,Soil
2651,CO1-P5-S1-16s_S46,LA1-P2-S1-16s_S55,Dry,Wet,0.989466667,DryWet,Soil
2652,CO1-P5-S1-16s_S46,LA1-P3-S1-16s_S56,Dry,Wet,0.9984,DryWet,Soil
2653,CO1-P5-S1-16s_S46,LA1-P5-S2-16s_S58,Dry,Wet,0.994,DryWet,Soil
2716,CO1-P6-S1-16s_S47,LA1-P1-S1-16s_S54,Dry,Wet,0.994933333,DryWet,Soil
2717,CO1-P6-S1-16s_S47,LA1-P2-S1-16s_S55,Dry,Wet,0.9866,DryWet,Soil
2718,CO1-P6-S1-16s_S47,LA1-P3-S1-16s_S56,Dry,Wet,0.995466667,DryWet,Soil
2719,CO1-P6-S1-16s_S47,LA1-P5-S2-16s_S58,Dry,Wet,0.990733333,DryWet,Soil
3475,MT1-P1-S1-16s_S139,TX2-P1-S1-16s_S72,Dry,Wet,0.978733333,DryWet,Soil
3476,MT1-P1-S1-16s_S139,TX2-P2-S1-16s_S73,Dry,Wet,0.988733333,DryWet,Soil
3477,MT1-P1-S1-16s_S139,TX2-P3-S1-16s_S74,Dry,Wet,0.992266667,DryWet,Soil
3478,MT1-P1-S1-16s_S139,TX2-P4-S1-16s_S75,Dry,Wet,0.973,DryWet,Soil
3479,MT1-P1-S1-16s_S139,TX2-P5-S1-16s_S76,Dry,Wet,0.994866667,DryWet,Soil
3480,MT1-P1-S1-16s_S139,TX2-P6-S2-16s_S77,Dry,Wet,0.9918,DryWet,Soil
3541,MT1-P2-S1-16s_S140,TX2-P1-S1-16s_S72,Dry,Wet,0.9772,DryWet,Soil
3542,MT1-P2-S1-16s_S140,TX2-P2-S1-16s_S73,Dry,Wet,0.970266667,DryWet,Soil
3543,MT1-P2-S1-16s_S140,TX2-P3-S1-16s_S74,Dry,Wet,0.9824,DryWet,Soil
3544,MT1-P2-S1-16s_S140,TX2-P4-S1-16s_S75,Dry,Wet,0.971,DryWet,Soil
3545,MT1-P2-S1-16s_S140,TX2-P5-S1-16s_S76,Dry,Wet,0.9732,DryWet,Soil
3546,MT1-P2-S1-16s_S140,TX2-P6-S2-16s_S77,Dry,Wet,0.976466667,DryWet,Soil
3607,MT1-P3-S1-16s_S141,TX2-P1-S1-16s_S72,Dry,Wet,0.982333333,DryWet,Soil
3608,MT1-P3-S1-16s_S141,TX2-P2-S1-16s_S73,Dry,Wet,0.984733333,DryWet,Soil
3609,MT1-P3-S1-16s_S141,TX2-P3-S1-16s_S74,Dry,Wet,0.995466667,DryWet,Soil
3610,MT1-P3-S1-16s_S141,TX2-P4-S1-16s_S75,Dry,Wet,0.989333333,DryWet,Soil
3611,MT1-P3-S1-16s_S141,TX2-P5-S1-16s_S76,Dry,Wet,0.992066667,DryWet,Soil
3612,MT1-P3-S1-16s_S141,TX2-P6-S2-16s_S77,Dry,Wet,0.992,DryWet,Soil
3673,MT1-P4-S1-16s_S142,TX2-P1-S1-16s_S72,Dry,Wet,0.987133333,DryWet,Soil
3674,MT1-P4-S1-16s_S142,TX2-P2-S1-16s_S73,Dry,Wet,0.983333333,DryWet,Soil
3675,MT1-P4-S1-16s_S142,TX2-P3-S1-16s_S74,Dry,Wet,0.993066667,DryWet,Soil
3676,MT1-P4-S1-16s_S142,TX2-P4-S1-16s_S75,Dry,Wet,0.991266667,DryWet,Soil
3677,MT1-P4-S1-16s_S142,TX2-P5-S1-16s_S76,Dry,Wet,0.9892,DryWet,Soil
3678,MT1-P4-S1-16s_S142,TX2-P6-S2-16s_S77,Dry,Wet,0.9888,DryWet,Soil
3739,MT1-P5-S1-16s_S143,TX2-P1-S1-16s_S72,Dry,Wet,0.985666667,DryWet,Soil
3740,MT1-P5-S1-16s_S143,TX2-P2-S1-16s_S73,Dry,Wet,0.973933333,DryWet,Soil
3741,MT1-P5-S1-16s_S143,TX2-P3-S1-16s_S74,Dry,Wet,0.9792,DryWet,Soil
3742,MT1-P5-S1-16s_S143,TX2-P4-S1-16s_S75,Dry,Wet,0.973866667,DryWet,Soil
3743,MT1-P5-S1-16s_S143,TX2-P5-S1-16s_S76,Dry,Wet,0.986066667,DryWet,Soil
3744,MT1-P5-S1-16s_S143,TX2-P6-S2-16s_S77,Dry,Wet,0.979133333,DryWet,Soil
3805,MT1-P6-S1-16s_S144,TX2-P1-S1-16s_S72,Dry,Wet,0.989,DryWet,Soil
3806,MT1-P6-S1-16s_S144,TX2-P2-S1-16s_S73,Dry,Wet,0.9786,DryWet,Soil
3807,MT1-P6-S1-16s_S144,TX2-P3-S1-16s_S74,Dry,Wet,0.984666667,DryWet,Soil
3808,MT1-P6-S1-16s_S144,TX2-P4-S1-16s_S75,Dry,Wet,0.982066667,DryWet,Soil
3809,MT1-P6-S1-16s_S144,TX2-P5-S1-16s_S76,Dry,Wet,0.9836,DryWet,Soil
3810,MT1-P6-S1-16s_S144,TX2-P6-S2-16s_S77,Dry,Wet,0.982,DryWet,Soil
5455,SD1-P1-S1-16s_S121,TX2-P1-S1-16s_S72,Dry,Wet,0.985866667,DryWet,Soil
5456,SD1-P1-S1-16s_S121,TX2-P2-S1-16s_S73,Dry,Wet,0.9656,DryWet,Soil
5457,SD1-P1-S1-16s_S121,TX2-P3-S1-16s_S74,Dry,Wet,0.978266667,DryWet,Soil
5458,SD1-P1-S1-16s_S121,TX2-P4-S1-16s_S75,Dry,Wet,0.968533333,DryWet,Soil
5459,SD1-P1-S1-16s_S121,TX2-P5-S1-16s_S76,Dry,Wet,0.979733333,DryWet,Soil
5460,SD1-P1-S1-16s_S121,TX2-P6-S2-16s_S77,Dry,Wet,0.980066667,DryWet,Soil
5521,SD1-P2-S1-16s_S122,TX2-P1-S1-16s_S72,Dry,Wet,0.9768,DryWet,Soil
5522,SD1-P2-S1-16s_S122,TX2-P2-S1-16s_S73,Dry,Wet,0.966266667,DryWet,Soil
5523,SD1-P2-S1-16s_S122,TX2-P3-S1-16s_S74,Dry,Wet,0.9812,DryWet,Soil
5524,SD1-P2-S1-16s_S122,TX2-P4-S1-16s_S75,Dry,Wet,0.970466667,DryWet,Soil
5525,SD1-P2-S1-16s_S122,TX2-P5-S1-16s_S76,Dry,Wet,0.984133333,DryWet,Soil
5526,SD1-P2-S1-16s_S122,TX2-P6-S2-16s_S77,Dry,Wet,0.981866667,DryWet,Soil
5587,SD1-P5-S1-16s_S125,TX2-P1-S1-16s_S72,Dry,Wet,0.980466667,DryWet,Soil
5588,SD1-P5-S1-16s_S125,TX2-P2-S1-16s_S73,Dry,Wet,0.968,DryWet,Soil
5589,SD1-P5-S1-16s_S125,TX2-P3-S1-16s_S74,Dry,Wet,0.975,DryWet,Soil
5590,SD1-P5-S1-16s_S125,TX2-P4-S1-16s_S75,Dry,Wet,0.964933333,DryWet,Soil
5591,SD1-P5-S1-16s_S125,TX2-P5-S1-16s_S76,Dry,Wet,0.9802,DryWet,Soil
5592,SD1-P5-S1-16s_S125,TX2-P6-S2-16s_S77,Dry,Wet,0.973333333,DryWet,Soil
4630,NM1-P1-S1-16s_S36,LA1-P1-S1-16s_S54,Dry,Wet,0.997666667,DryWet,Soil
4631,NM1-P1-S1-16s_S36,LA1-P2-S1-16s_S55,Dry,Wet,0.994333333,DryWet,Soil
4632,NM1-P1-S1-16s_S36,LA1-P3-S1-16s_S56,Dry,Wet,1,DryWet,Soil
4633,NM1-P1-S1-16s_S36,LA1-P5-S2-16s_S58,Dry,Wet,0.999733333,DryWet,Soil
4696,NM1-P2-S1-16s_S37,LA1-P1-S1-16s_S54,Dry,Wet,0.9846,DryWet,Soil
4697,NM1-P2-S1-16s_S37,LA1-P2-S1-16s_S55,Dry,Wet,0.979466667,DryWet,Soil
4698,NM1-P2-S1-16s_S37,LA1-P3-S1-16s_S56,Dry,Wet,0.993066667,DryWet,Soil
4699,NM1-P2-S1-16s_S37,LA1-P5-S2-16s_S58,Dry,Wet,0.9914,DryWet,Soil
4762,NM1-P3-S1-16s_S38,LA1-P1-S1-16s_S54,Dry,Wet,0.993,DryWet,Soil
4763,NM1-P3-S1-16s_S38,LA1-P2-S1-16s_S55,Dry,Wet,0.9886,DryWet,Soil
4764,NM1-P3-S1-16s_S38,LA1-P3-S1-16s_S56,Dry,Wet,0.993666667,DryWet,Soil
4765,NM1-P3-S1-16s_S38,LA1-P5-S2-16s_S58,Dry,Wet,0.993266667,DryWet,Soil
4828,NM1-P4-S1-16s_S39,LA1-P1-S1-16s_S54,Dry,Wet,0.992133333,DryWet,Soil
4829,NM1-P4-S1-16s_S39,LA1-P2-S1-16s_S55,Dry,Wet,0.993,DryWet,Soil
4830,NM1-P4-S1-16s_S39,LA1-P3-S1-16s_S56,Dry,Wet,0.9936,DryWet,Soil
4831,NM1-P4-S1-16s_S39,LA1-P5-S2-16s_S58,Dry,Wet,0.995133333,DryWet,Soil
4894,NM1-P5-S1-16s_S40,LA1-P1-S1-16s_S54,Dry,Wet,0.986466667,DryWet,Soil
4895,NM1-P5-S1-16s_S40,LA1-P2-S1-16s_S55,Dry,Wet,0.980466667,DryWet,Soil
4896,NM1-P5-S1-16s_S40,LA1-P3-S1-16s_S56,Dry,Wet,0.992333333,DryWet,Soil
4897,NM1-P5-S1-16s_S40,LA1-P5-S2-16s_S58,Dry,Wet,0.987533333,DryWet,Soil
4960,NM1-P6-S1-16s_S41,LA1-P1-S1-16s_S54,Dry,Wet,0.994933333,DryWet,Soil
4961,NM1-P6-S1-16s_S41,LA1-P2-S1-16s_S55,Dry,Wet,0.993733333,DryWet,Soil
4962,NM1-P6-S1-16s_S41,LA1-P3-S1-16s_S56,Dry,Wet,1,DryWet,Soil
4963,NM1-P6-S1-16s_S41,LA1-P5-S2-16s_S58,Dry,Wet,0.995,DryWet,Soil
2365,CO1-P1-S1-16s_S42,AL1-P1-S1-16s_S25,Dry,Wet,0.954533333,DryWet,Soil
2366,CO1-P1-S1-16s_S42,AL1-P2-S1-16s_S26,Dry,Wet,0.981066667,DryWet,Soil
2367,CO1-P1-S1-16s_S42,AL1-P4-S1-16s_S28,Dry,Wet,0.9674,DryWet,Soil
2368,CO1-P1-S1-16s_S42,AL1-P6-S1-16s_S30,Dry,Wet,0.966333333,DryWet,Soil
2431,CO1-P2-S1-16s_S43,AL1-P1-S1-16s_S25,Dry,Wet,0.987133333,DryWet,Soil
