SubjectID1,SubjectID2,Group1,Group2,Distance,Group3,PR_Difference,PR_ABS
MO1-P4-S1-16s_S94,OK1-P3-S1-16s_S50,MO1,OK1,0.9862,MO1OK1,2.8,2.8
MO1-P4-S1-16s_S94,OK1-P4-S1-16s_S51,MO1,OK1,0.986133333,MO1OK1,2.8,2.8
MO1-P4-S1-16s_S94,OK1-P5-S1-16s_S52,MO1,OK1,0.993133333,MO1OK1,2.8,2.8
MO1-P4-S1-16s_S94,OK1-P6-S1-16s_S53,MO1,OK1,0.995,MO1OK1,2.8,2.8
MO1-P4-S1-16s_S94,SC1-P1-S1-16s_S97,MO1,SC1,0.959533333,MO1SC1,-1.3,1.3
MO1-P4-S1-16s_S94,SC1-P2-S1-16s_S98,MO1,SC1,0.959266667,MO1SC1,-1.3,1.3
MO1-P4-S1-16s_S94,SC1-P3-S1-16s_S99,MO1,SC1,0.9774,MO1SC1,-1.3,1.3
MO1-P4-S1-16s_S94,SC1-P4-S1-16s_S100,MO1,SC1,0.946266667,MO1SC1,-1.3,1.3
MO1-P4-S1-16s_S94,SC1-P5-S1-16s_S101,MO1,SC1,0.9578,MO1SC1,-1.3,1.3
MO1-P4-S1-16s_S94,SC1-P6-S1-16s_S102,MO1,SC1,0.9576,MO1SC1,-1.3,1.3
MO1-P4-S1-16s_S94,SD1-P1-S1-16s_S121,MO1,SD1,0.976,MO1SD1,5.72,5.72
MO1-P4-S1-16s_S94,SD1-P2-S1-16s_S122,MO1,SD1,0.9758,MO1SD1,5.72,5.72
MO1-P4-S1-16s_S94,SD1-P5-S1-16s_S125,MO1,SD1,0.978333333,MO1SD1,5.72,5.72
MO1-P4-S1-16s_S94,TX1-P5-S1-16s_S64,MO1,TX1,0.938866667,MO1TX1,-2.2,2.2
MO1-P4-S1-16s_S94,TX1-P6-S1-16s_S65,MO1,TX1,0.932466667,MO1TX1,-2.2,2.2
MO1-P4-S1-16s_S94,TX2-P1-S1-16s_S72,MO1,TX2,0.942333333,MO1TX2,-4.4,4.4
MO1-P4-S1-16s_S94,TX2-P2-S1-16s_S73,MO1,TX2,0.921466667,MO1TX2,-4.4,4.4
MO1-P4-S1-16s_S94,TX2-P3-S1-16s_S74,MO1,TX2,0.921266667,MO1TX2,-4.4,4.4
MO1-P4-S1-16s_S94,TX2-P4-S1-16s_S75,MO1,TX2,0.9064,MO1TX2,-4.4,4.4
MO1-P4-S1-16s_S94,TX2-P5-S1-16s_S76,MO1,TX2,0.936333333,MO1TX2,-4.4,4.4
MO1-P4-S1-16s_S94,TX2-P6-S2-16s_S77,MO1,TX2,0.927333333,MO1TX2,-4.4,4.4
MO1-P4-S1-16s_S94,TX3-P1-S1-16s_S84,MO1,TX3,0.976466667,MO1TX3,0.3,0.3
MO1-P4-S1-16s_S94,TX3-P2-S1-16s_S85,MO1,TX3,0.978066667,MO1TX3,0.3,0.3
MO1-P4-S1-16s_S94,TX3-P3-S1-16s_S86,MO1,TX3,0.981466667,MO1TX3,0.3,0.3
MO1-P4-S1-16s_S94,TX3-P4-S1-16s_S87,MO1,TX3,0.990466667,MO1TX3,0.3,0.3
MO1-P4-S1-16s_S94,TX3-P5-S1-16s_S88,MO1,TX3,0.986866667,MO1TX3,0.3,0.3
MO1-P4-S1-16s_S94,TX3-P6-S1-16s_S89,MO1,TX3,0.9864,MO1TX3,0.3,0.3
MO1-P4-S1-16s_S94,WI1-P1-S1-16s_S13,MO1,WI1,0.953066667,MO1WI1,1.1,1.1
MO1-P4-S1-16s_S94,WI1-P2-S1-16s_S14,MO1,WI1,0.930533333,MO1WI1,1.1,1.1
MO1-P4-S1-16s_S94,WI1-P3-S1-16s_S15,MO1,WI1,0.939533333,MO1WI1,1.1,1.1
MO1-P4-S1-16s_S94,WI1-P4-S2-16s_S16,MO1,WI1,0.9584,MO1WI1,1.1,1.1
MO1-P4-S1-16s_S94,WI1-P5-S1-16s_S17,MO1,WI1,0.928733333,MO1WI1,1.1,1.1
MO1-P4-S1-16s_S94,WI1-P6-S1-16s_S18,MO1,WI1,0.938866667,MO1WI1,1.1,1.1
MO1-P5-S1-16s_S95,MO1-P1-S1-16s_S90,MO1,MO1,0.845,MO1MO1,0,0
MO1-P5-S1-16s_S95,MO1-P2-S1-16s_S91,MO1,MO1,0.867533333,MO1MO1,0,0
MO1-P5-S1-16s_S95,MO1-P3-S1-16s_S93,MO1,MO1,0.860933333,MO1MO1,0,0
MO1-P5-S1-16s_S95,MO1-P4-S1-16s_S94,MO1,MO1,0.855866667,MO1MO1,0,0
MO1-P5-S1-16s_S95,AL1-P1-S1-16s_S25,MO1,AL1,0.9184,MO1AL1,-3.7,3.7
MO1-P5-S1-16s_S95,AL1-P2-S1-16s_S26,MO1,AL1,0.923666667,MO1AL1,-3.7,3.7
MO1-P5-S1-16s_S95,AL1-P4-S1-16s_S28,MO1,AL1,0.940266667,MO1AL1,-3.7,3.7
MO1-P5-S1-16s_S95,AL1-P6-S1-16s_S30,MO1,AL1,0.918866667,MO1AL1,-3.7,3.7
MO1-P5-S1-16s_S95,CO1-P1-S1-16s_S42,MO1,CO1,0.962533333,MO1CO1,6.28,6.28
MO1-P5-S1-16s_S95,CO1-P2-S1-16s_S43,MO1,CO1,0.9752,MO1CO1,6.28,6.28
MO1-P5-S1-16s_S95,CO1-P3-S1-16s_S44,MO1,CO1,0.984266667,MO1CO1,6.28,6.28
MO1-P5-S1-16s_S95,CO1-P4-S1-16s_S45,MO1,CO1,0.976333333,MO1CO1,6.28,6.28
MO1-P5-S1-16s_S95,CO1-P5-S1-16s_S46,MO1,CO1,0.981,MO1CO1,6.28,6.28
MO1-P5-S1-16s_S95,CO1-P6-S1-16s_S47,MO1,CO1,0.981933333,MO1CO1,6.28,6.28
MO1-P5-S1-16s_S95,IA1-P1-S1-16s_S1,MO1,IA1,0.930933333,MO1IA1,0.2,0.2
MO1-P5-S1-16s_S95,IA1-P2-S1-16s_S2,MO1,IA1,0.897533333,MO1IA1,0.2,0.2
MO1-P5-S1-16s_S95,IA1-P3-S1-16s_S3,MO1,IA1,0.898133333,MO1IA1,0.2,0.2
MO1-P5-S1-16s_S95,IA1-P4-S1-16s_S4,MO1,IA1,0.900266667,MO1IA1,0.2,0.2
MO1-P5-S1-16s_S95,IA1-P5-S1-16s_S5,MO1,IA1,0.909066667,MO1IA1,0.2,0.2
MO1-P5-S1-16s_S95,IA1-P6-S1-16s_S6,MO1,IA1,0.909533333,MO1IA1,0.2,0.2
MO1-P5-S1-16s_S95,IL1-P1-S1-16s_S78,MO1,IL1,0.911533333,MO1IL1,-0.6,0.6
MO1-P5-S1-16s_S95,IL1-P2-S1-16s_S79,MO1,IL1,0.88,MO1IL1,-0.6,0.6
MO1-P5-S1-16s_S95,IL1-P3-S1-16s_S80,MO1,IL1,0.912333333,MO1IL1,-0.6,0.6
MO1-P5-S1-16s_S95,IL1-P4-S1-16s_S81,MO1,IL1,0.8912,MO1IL1,-0.6,0.6
MO1-P5-S1-16s_S95,IL1-P5-S1-16s_S82,MO1,IL1,0.939933333,MO1IL1,-0.6,0.6
MO1-P5-S1-16s_S95,IL1-P6-S1-16s_S83,MO1,IL1,0.923333333,MO1IL1,-0.6,0.6
MO1-P5-S1-16s_S95,IN1-P1-S1-16s_S19,MO1,IN1,0.971866667,MO1IN1,1.3,1.3
MO1-P5-S1-16s_S95,IN1-P2-S1-16s_S20,MO1,IN1,0.926,MO1IN1,1.3,1.3
MO1-P5-S1-16s_S95,IN1-P3-S1-16s_S21,MO1,IN1,0.939,MO1IN1,1.3,1.3
MO1-P5-S1-16s_S95,IN1-P4-S1-16s_S22,MO1,IN1,0.907466667,MO1IN1,1.3,1.3
MO1-P5-S1-16s_S95,IN1-P5-S1-16s_S23,MO1,IN1,0.909466667,MO1IN1,1.3,1.3
MO1-P5-S1-16s_S95,IN1-P6-S1-16s_S24,MO1,IN1,0.928333333,MO1IN1,1.3,1.3
