SubjectID1,SubjectID2,Group1,Group2,Distance,Group3,PR_Difference,PR_ABS
CO1-P3-S1-16s_S44,CO1-P1-S1-16s_S42,CO1,CO1,0.8918,CO1CO1,0,0
CO1-P3-S1-16s_S44,CO1-P2-S1-16s_S43,CO1,CO1,0.874866667,CO1CO1,0,0
CO1-P3-S1-16s_S44,AL1-P1-S1-16s_S25,CO1,AL1,0.995266667,CO1AL1,-9.98,9.98
CO1-P3-S1-16s_S44,AL1-P2-S1-16s_S26,CO1,AL1,0.988733333,CO1AL1,-9.98,9.98
CO1-P3-S1-16s_S44,AL1-P4-S1-16s_S28,CO1,AL1,0.994666667,CO1AL1,-9.98,9.98
CO1-P3-S1-16s_S44,AL1-P6-S1-16s_S30,CO1,AL1,0.996733333,CO1AL1,-9.98,9.98
CO1-P3-S1-16s_S44,IA1-P1-S1-16s_S1,CO1,IA1,0.970666667,CO1IA1,-6.08,6.08
CO1-P3-S1-16s_S44,IA1-P2-S1-16s_S2,CO1,IA1,0.982066667,CO1IA1,-6.08,6.08
CO1-P3-S1-16s_S44,IA1-P3-S1-16s_S3,CO1,IA1,0.9354,CO1IA1,-6.08,6.08
CO1-P3-S1-16s_S44,IA1-P4-S1-16s_S4,CO1,IA1,0.9646,CO1IA1,-6.08,6.08
CO1-P3-S1-16s_S44,IA1-P5-S1-16s_S5,CO1,IA1,0.973,CO1IA1,-6.08,6.08
CO1-P3-S1-16s_S44,IA1-P6-S1-16s_S6,CO1,IA1,0.9664,CO1IA1,-6.08,6.08
CO1-P3-S1-16s_S44,IL1-P1-S1-16s_S78,CO1,IL1,0.969066667,CO1IL1,-6.88,6.88
CO1-P3-S1-16s_S44,IL1-P2-S1-16s_S79,CO1,IL1,0.985066667,CO1IL1,-6.88,6.88
CO1-P3-S1-16s_S44,IL1-P3-S1-16s_S80,CO1,IL1,0.971666667,CO1IL1,-6.88,6.88
CO1-P3-S1-16s_S44,IL1-P4-S1-16s_S81,CO1,IL1,0.961466667,CO1IL1,-6.88,6.88
CO1-P3-S1-16s_S44,IL1-P5-S1-16s_S82,CO1,IL1,0.974466667,CO1IL1,-6.88,6.88
CO1-P3-S1-16s_S44,IL1-P6-S1-16s_S83,CO1,IL1,0.977066667,CO1IL1,-6.88,6.88
CO1-P3-S1-16s_S44,IN1-P1-S1-16s_S19,CO1,IN1,0.980666667,CO1IN1,-4.98,4.98
CO1-P3-S1-16s_S44,IN1-P2-S1-16s_S20,CO1,IN1,0.987666667,CO1IN1,-4.98,4.98
CO1-P3-S1-16s_S44,IN1-P3-S1-16s_S21,CO1,IN1,0.971733333,CO1IN1,-4.98,4.98
CO1-P3-S1-16s_S44,IN1-P4-S1-16s_S22,CO1,IN1,0.982933333,CO1IN1,-4.98,4.98
CO1-P3-S1-16s_S44,IN1-P5-S1-16s_S23,CO1,IN1,0.9876,CO1IN1,-4.98,4.98
CO1-P3-S1-16s_S44,IN1-P6-S1-16s_S24,CO1,IN1,0.987533333,CO1IN1,-4.98,4.98
CO1-P3-S1-16s_S44,KS1-P1-S1-16s_S109,CO1,KS1,0.970733333,CO1KS1,-6.28,6.28
CO1-P3-S1-16s_S44,KS1-P4-S1-16s_S112,CO1,KS1,0.932266667,CO1KS1,-6.28,6.28
CO1-P3-S1-16s_S44,KS1-P5-S1-16s_S113,CO1,KS1,0.9574,CO1KS1,-6.28,6.28
CO1-P3-S1-16s_S44,KS1-P6-S1-16s_S114,CO1,KS1,0.943066667,CO1KS1,-6.28,6.28
CO1-P3-S1-16s_S44,KS2-P2-S1-16s_S128,CO1,KS2,0.965666667,CO1KS2,-2.69,2.69
CO1-P3-S1-16s_S44,KS2-P3-S1-16s_S129,CO1,KS2,0.973466667,CO1KS2,-2.69,2.69
CO1-P3-S1-16s_S44,KS2-P4-S1-16s_S130,CO1,KS2,0.9522,CO1KS2,-2.69,2.69
CO1-P3-S1-16s_S44,KS2-P5-S1-16s_S131,CO1,KS2,0.968666667,CO1KS2,-2.69,2.69
CO1-P3-S1-16s_S44,LA1-P1-S1-16s_S54,CO1,LA1,0.996666667,CO1LA1,-10.18,10.18
CO1-P3-S1-16s_S44,LA1-P2-S1-16s_S55,CO1,LA1,0.994666667,CO1LA1,-10.18,10.18
CO1-P3-S1-16s_S44,LA1-P3-S1-16s_S56,CO1,LA1,0.9964,CO1LA1,-10.18,10.18
CO1-P3-S1-16s_S44,LA1-P5-S2-16s_S58,CO1,LA1,0.995933333,CO1LA1,-10.18,10.18
CO1-P3-S1-16s_S44,MI1-P1-S1-16s_S7,CO1,MI1,0.9952,CO1MI1,-4.58,4.58
CO1-P3-S1-16s_S44,MI1-P2-S1-16s_S8,CO1,MI1,0.996266667,CO1MI1,-4.58,4.58
CO1-P3-S1-16s_S44,MI1-P3-S1-16s_S9,CO1,MI1,0.995933333,CO1MI1,-4.58,4.58
CO1-P3-S1-16s_S44,MI1-P4-S1-16s_S10,CO1,MI1,0.9894,CO1MI1,-4.58,4.58
CO1-P3-S1-16s_S44,MI1-P5-S2-16s_S11,CO1,MI1,0.992933333,CO1MI1,-4.58,4.58
CO1-P3-S1-16s_S44,MI1-P6-S2-16s_S12,CO1,MI1,0.992866667,CO1MI1,-4.58,4.58
CO1-P3-S1-16s_S44,MN1-P1-S1-16s_S151,CO1,MN1,0.9766,CO1MN1,-3.19,3.19
CO1-P3-S1-16s_S44,MN1-P2-S1-16s_S152,CO1,MN1,0.964933333,CO1MN1,-3.19,3.19
CO1-P3-S1-16s_S44,MN1-P3-S1-16s_S153,CO1,MN1,0.958933333,CO1MN1,-3.19,3.19
CO1-P3-S1-16s_S44,MN1-P4-S1-16s_S154,CO1,MN1,0.948,CO1MN1,-3.19,3.19
CO1-P3-S1-16s_S44,MN1-P5-S1-16s_S155,CO1,MN1,0.964333333,CO1MN1,-3.19,3.19
CO1-P3-S1-16s_S44,MN1-P6-S1-16s_S156,CO1,MN1,0.977133333,CO1MN1,-3.19,3.19
CO1-P3-S1-16s_S44,MO1-P1-S1-16s_S90,CO1,MO1,0.981,CO1MO1,-6.28,6.28
CO1-P3-S1-16s_S44,MO1-P2-S1-16s_S91,CO1,MO1,0.982666667,CO1MO1,-6.28,6.28
CO1-P3-S1-16s_S44,MO1-P3-S1-16s_S93,CO1,MO1,0.9748,CO1MO1,-6.28,6.28
CO1-P3-S1-16s_S44,MO1-P4-S1-16s_S94,CO1,MO1,0.9824,CO1MO1,-6.28,6.28
CO1-P3-S1-16s_S44,MO1-P5-S1-16s_S95,CO1,MO1,0.984266667,CO1MO1,-6.28,6.28
CO1-P3-S1-16s_S44,MO1-P6-S1-16s_S96,CO1,MO1,0.9872,CO1MO1,-6.28,6.28
CO1-P3-S1-16s_S44,MS1-P4-S1-16s_S33,CO1,MS1,0.993133333,CO1MS1,-10.78,10.78
CO1-P3-S1-16s_S44,MS1-P5-S1-16s_S34,CO1,MS1,0.988533333,CO1MS1,-10.78,10.78
CO1-P3-S1-16s_S44,MS1-P6-S1-16s_S35,CO1,MS1,0.991133333,CO1MS1,-10.78,10.78
CO1-P3-S1-16s_S44,MT1-P1-S1-16s_S139,CO1,MT1,0.9608,CO1MT1,-0.56,0.56
CO1-P3-S1-16s_S44,MT1-P2-S1-16s_S140,CO1,MT1,0.973,CO1MT1,-0.56,0.56
CO1-P3-S1-16s_S44,MT1-P3-S1-16s_S141,CO1,MT1,0.9442,CO1MT1,-0.56,0.56
CO1-P3-S1-16s_S44,MT1-P4-S1-16s_S142,CO1,MT1,0.964466667,CO1MT1,-0.56,0.56
CO1-P3-S1-16s_S44,MT1-P5-S1-16s_S143,CO1,MT1,0.933866667,CO1MT1,-0.56,0.56
CO1-P3-S1-16s_S44,MT1-P6-S1-16s_S144,CO1,MT1,0.9554,CO1MT1,-0.56,0.56
CO1-P3-S1-16s_S44,NC1-P1-S1-16s_S66,CO1,NC1,0.983066667,CO1NC1,-6.78,6.78
CO1-P3-S1-16s_S44,NC1-P2-S1-16s_S67,CO1,NC1,0.994,CO1NC1,-6.78,6.78
CO1-P3-S1-16s_S44,NC1-P3-S1-16s_S68,CO1,NC1,0.992066667,CO1NC1,-6.78,6.78
CO1-P3-S1-16s_S44,NC1-P4-S1-16s_S69,CO1,NC1,0.9672,CO1NC1,-6.78,6.78
CO1-P3-S1-16s_S44,NC1-P5-S1-16s_S70,CO1,NC1,0.993466667,CO1NC1,-6.78,6.78
CO1-P3-S1-16s_S44,NC1-P6-S1-16s_S71,CO1,NC1,0.990066667,CO1NC1,-6.78,6.78
CO1-P3-S1-16s_S44,ND1-P1-S1-16s_S145,CO1,ND1,0.960866667,CO1ND1,-2.21,2.21
CO1-P3-S1-16s_S44,ND1-P2-S1-16s_S146,CO1,ND1,0.9544,CO1ND1,-2.21,2.21
CO1-P3-S1-16s_S44,ND1-P3-S1-16s_S147,CO1,ND1,0.960666667,CO1ND1,-2.21,2.21
CO1-P3-S1-16s_S44,ND1-P4-S1-16s_S148,CO1,ND1,0.9424,CO1ND1,-2.21,2.21
CO1-P3-S1-16s_S44,ND1-P5-S1-16s_S149,CO1,ND1,0.951466667,CO1ND1,-2.21,2.21
CO1-P3-S1-16s_S44,ND1-P6-S1-16s_S150,CO1,ND1,0.9572,CO1ND1,-2.21,2.21
CO1-P3-S1-16s_S44,NE1-P1-S1-16s_S115,CO1,NE1,0.9618,CO1NE1,-4.98,4.98
CO1-P3-S1-16s_S44,NE1-P2-S1-16s_S116,CO1,NE1,0.965266667,CO1NE1,-4.98,4.98
CO1-P3-S1-16s_S44,NE1-P3-S1-16s_S117,CO1,NE1,0.9336,CO1NE1,-4.98,4.98
CO1-P3-S1-16s_S44,NE1-P4-S1-16s_S118,CO1,NE1,0.9448,CO1NE1,-4.98,4.98
CO1-P3-S1-16s_S44,NE1-P5-S1-16s_S119,CO1,NE1,0.9358,CO1NE1,-4.98,4.98
CO1-P3-S1-16s_S44,NE1-P6-S1-16s_S120,CO1,NE1,0.959333333,CO1NE1,-4.98,4.98
CO1-P3-S1-16s_S44,NE2-P1-S1-16s_S133,CO1,NE2,0.972133333,CO1NE2,-3.2,3.2
CO1-P3-S1-16s_S44,NE2-P2-S1-16s_S134,CO1,NE2,0.9772,CO1NE2,-3.2,3.2
CO1-P3-S1-16s_S44,NE2-P3-S1-16s_S135,CO1,NE2,0.970533333,CO1NE2,-3.2,3.2
CO1-P3-S1-16s_S44,NE2-P4-S1-16s_S136,CO1,NE2,0.948266667,CO1NE2,-3.2,3.2
CO1-P3-S1-16s_S44,NE2-P5-S1-16s_S137,CO1,NE2,0.951733333,CO1NE2,-3.2,3.2
CO1-P3-S1-16s_S44,NE2-P6-S1-16s_S138,CO1,NE2,0.949133333,CO1NE2,-3.2,3.2
CO1-P3-S1-16s_S44,NM1-P1-S1-16s_S36,CO1,NM1,0.969333333,CO1NM1,-0.18,0.18
CO1-P3-S1-16s_S44,NM1-P2-S1-16s_S37,CO1,NM1,0.9524,CO1NM1,-0.18,0.18
CO1-P3-S1-16s_S44,NM1-P3-S1-16s_S38,CO1,NM1,0.9752,CO1NM1,-0.18,0.18
CO1-P3-S1-16s_S44,NM1-P4-S1-16s_S39,CO1,NM1,0.942466667,CO1NM1,-0.18,0.18
CO1-P3-S1-16s_S44,NM1-P5-S1-16s_S40,CO1,NM1,0.938133333,CO1NM1,-0.18,0.18
CO1-P3-S1-16s_S44,NM1-P6-S1-16s_S41,CO1,NM1,0.9708,CO1NM1,-0.18,0.18
CO1-P3-S1-16s_S44,OK1-P1-S2-16s_S48,CO1,OK1,0.985133333,CO1OK1,-3.48,3.48
CO1-P3-S1-16s_S44,OK1-P2-S2-16s_S49,CO1,OK1,0.974266667,CO1OK1,-3.48,3.48
CO1-P3-S1-16s_S44,OK1-P3-S1-16s_S50,CO1,OK1,0.979933333,CO1OK1,-3.48,3.48
CO1-P3-S1-16s_S44,OK1-P4-S1-16s_S51,CO1,OK1,0.982933333,CO1OK1,-3.48,3.48
CO1-P3-S1-16s_S44,OK1-P5-S1-16s_S52,CO1,OK1,0.9722,CO1OK1,-3.48,3.48
CO1-P3-S1-16s_S44,OK1-P6-S1-16s_S53,CO1,OK1,0.986666667,CO1OK1,-3.48,3.48
CO1-P3-S1-16s_S44,SC1-P1-S1-16s_S97,CO1,SC1,0.996933333,CO1SC1,-7.58,7.58
CO1-P3-S1-16s_S44,SC1-P2-S1-16s_S98,CO1,SC1,0.995866667,CO1SC1,-7.58,7.58
CO1-P3-S1-16s_S44,SC1-P3-S1-16s_S99,CO1,SC1,0.9976,CO1SC1,-7.58,7.58
CO1-P3-S1-16s_S44,SC1-P4-S1-16s_S100,CO1,SC1,0.990533333,CO1SC1,-7.58,7.58
CO1-P3-S1-16s_S44,SC1-P5-S1-16s_S101,CO1,SC1,0.992666667,CO1SC1,-7.58,7.58
CO1-P3-S1-16s_S44,SC1-P6-S1-16s_S102,CO1,SC1,0.998466667,CO1SC1,-7.58,7.58
CO1-P3-S1-16s_S44,SD1-P1-S1-16s_S121,CO1,SD1,0.946733333,CO1SD1,-0.56,0.56
CO1-P3-S1-16s_S44,SD1-P2-S1-16s_S122,CO1,SD1,0.943933333,CO1SD1,-0.56,0.56
CO1-P3-S1-16s_S44,SD1-P5-S1-16s_S125,CO1,SD1,0.933933333,CO1SD1,-0.56,0.56
CO1-P3-S1-16s_S44,TX1-P5-S1-16s_S64,CO1,TX1,0.990933333,CO1TX1,-8.48,8.48
CO1-P3-S1-16s_S44,TX1-P6-S1-16s_S65,CO1,TX1,0.9838,CO1TX1,-8.48,8.48
CO1-P3-S1-16s_S44,TX2-P1-S1-16s_S72,CO1,TX2,0.992466667,CO1TX2,-10.68,10.68
CO1-P3-S1-16s_S44,TX2-P2-S1-16s_S73,CO1,TX2,0.983133333,CO1TX2,-10.68,10.68
CO1-P3-S1-16s_S44,TX2-P3-S1-16s_S74,CO1,TX2,0.995733333,CO1TX2,-10.68,10.68
CO1-P3-S1-16s_S44,TX2-P4-S1-16s_S75,CO1,TX2,0.961866667,CO1TX2,-10.68,10.68
CO1-P3-S1-16s_S44,TX2-P5-S1-16s_S76,CO1,TX2,0.993333333,CO1TX2,-10.68,10.68
CO1-P3-S1-16s_S44,TX2-P6-S2-16s_S77,CO1,TX2,0.983466667,CO1TX2,-10.68,10.68
CO1-P3-S1-16s_S44,TX3-P1-S1-16s_S84,CO1,TX3,0.987933333,CO1TX3,-5.98,5.98
CO1-P3-S1-16s_S44,TX3-P2-S1-16s_S85,CO1,TX3,0.954333333,CO1TX3,-5.98,5.98
CO1-P3-S1-16s_S44,TX3-P3-S1-16s_S86,CO1,TX3,0.970333333,CO1TX3,-5.98,5.98
CO1-P3-S1-16s_S44,TX3-P4-S1-16s_S87,CO1,TX3,0.9758,CO1TX3,-5.98,5.98
CO1-P3-S1-16s_S44,TX3-P5-S1-16s_S88,CO1,TX3,0.982266667,CO1TX3,-5.98,5.98
CO1-P3-S1-16s_S44,TX3-P6-S1-16s_S89,CO1,TX3,0.966533333,CO1TX3,-5.98,5.98
CO1-P3-S1-16s_S44,WI1-P1-S1-16s_S13,CO1,WI1,0.9846,CO1WI1,-5.18,5.18
CO1-P3-S1-16s_S44,WI1-P2-S1-16s_S14,CO1,WI1,0.977666667,CO1WI1,-5.18,5.18
CO1-P3-S1-16s_S44,WI1-P3-S1-16s_S15,CO1,WI1,0.978133333,CO1WI1,-5.18,5.18
CO1-P3-S1-16s_S44,WI1-P4-S2-16s_S16,CO1,WI1,0.978666667,CO1WI1,-5.18,5.18
CO1-P3-S1-16s_S44,WI1-P5-S1-16s_S17,CO1,WI1,0.973666667,CO1WI1,-5.18,5.18
CO1-P3-S1-16s_S44,WI1-P6-S1-16s_S18,CO1,WI1,0.981933333,CO1WI1,-5.18,5.18
CO1-P4-S1-16s_S45,CO1-P1-S1-16s_S42,CO1,CO1,0.9004,CO1CO1,0,0
CO1-P4-S1-16s_S45,CO1-P2-S1-16s_S43,CO1,CO1,0.910666667,CO1CO1,0,0
CO1-P4-S1-16s_S45,CO1-P3-S1-16s_S44,CO1,CO1,0.903733333,CO1CO1,0,0
CO1-P4-S1-16s_S45,AL1-P1-S1-16s_S25,CO1,AL1,0.967133333,CO1AL1,-9.98,9.98
CO1-P4-S1-16s_S45,AL1-P2-S1-16s_S26,CO1,AL1,0.977466667,CO1AL1,-9.98,9.98
CO1-P4-S1-16s_S45,AL1-P4-S1-16s_S28,CO1,AL1,0.975866667,CO1AL1,-9.98,9.98
CO1-P4-S1-16s_S45,AL1-P6-S1-16s_S30,CO1,AL1,0.984133333,CO1AL1,-9.98,9.98
CO1-P4-S1-16s_S45,IA1-P1-S1-16s_S1,CO1,IA1,0.970266667,CO1IA1,-6.08,6.08
CO1-P4-S1-16s_S45,IA1-P2-S1-16s_S2,CO1,IA1,0.9638,CO1IA1,-6.08,6.08
CO1-P4-S1-16s_S45,IA1-P3-S1-16s_S3,CO1,IA1,0.950466667,CO1IA1,-6.08,6.08
CO1-P4-S1-16s_S45,IA1-P4-S1-16s_S4,CO1,IA1,0.959066667,CO1IA1,-6.08,6.08
CO1-P4-S1-16s_S45,IA1-P5-S1-16s_S5,CO1,IA1,0.9632,CO1IA1,-6.08,6.08
CO1-P4-S1-16s_S45,IA1-P6-S1-16s_S6,CO1,IA1,0.961666667,CO1IA1,-6.08,6.08
CO1-P4-S1-16s_S45,IL1-P1-S1-16s_S78,CO1,IL1,0.988733333,CO1IL1,-6.88,6.88
CO1-P4-S1-16s_S45,IL1-P2-S1-16s_S79,CO1,IL1,0.9888,CO1IL1,-6.88,6.88
CO1-P4-S1-16s_S45,IL1-P3-S1-16s_S80,CO1,IL1,0.960933333,CO1IL1,-6.88,6.88
CO1-P4-S1-16s_S45,IL1-P4-S1-16s_S81,CO1,IL1,0.972333333,CO1IL1,-6.88,6.88
CO1-P4-S1-16s_S45,IL1-P5-S1-16s_S82,CO1,IL1,0.973733333,CO1IL1,-6.88,6.88
CO1-P4-S1-16s_S45,IL1-P6-S1-16s_S83,CO1,IL1,0.9674,CO1IL1,-6.88,6.88
CO1-P4-S1-16s_S45,IN1-P1-S1-16s_S19,CO1,IN1,0.9802,CO1IN1,-4.98,4.98
CO1-P4-S1-16s_S45,IN1-P2-S1-16s_S20,CO1,IN1,0.9798,CO1IN1,-4.98,4.98
CO1-P4-S1-16s_S45,IN1-P3-S1-16s_S21,CO1,IN1,0.987333333,CO1IN1,-4.98,4.98
CO1-P4-S1-16s_S45,IN1-P4-S1-16s_S22,CO1,IN1,0.9718,CO1IN1,-4.98,4.98
CO1-P4-S1-16s_S45,IN1-P5-S1-16s_S23,CO1,IN1,0.979466667,CO1IN1,-4.98,4.98
CO1-P4-S1-16s_S45,IN1-P6-S1-16s_S24,CO1,IN1,0.982133333,CO1IN1,-4.98,4.98
CO1-P4-S1-16s_S45,KS1-P1-S1-16s_S109,CO1,KS1,0.962666667,CO1KS1,-6.28,6.28
CO1-P4-S1-16s_S45,KS1-P4-S1-16s_S112,CO1,KS1,0.9572,CO1KS1,-6.28,6.28
CO1-P4-S1-16s_S45,KS1-P5-S1-16s_S113,CO1,KS1,0.961,CO1KS1,-6.28,6.28
CO1-P4-S1-16s_S45,KS1-P6-S1-16s_S114,CO1,KS1,0.955666667,CO1KS1,-6.28,6.28
CO1-P4-S1-16s_S45,KS2-P2-S1-16s_S128,CO1,KS2,0.962733333,CO1KS2,-2.69,2.69
CO1-P4-S1-16s_S45,KS2-P3-S1-16s_S129,CO1,KS2,0.976666667,CO1KS2,-2.69,2.69
CO1-P4-S1-16s_S45,KS2-P4-S1-16s_S130,CO1,KS2,0.968133333,CO1KS2,-2.69,2.69
CO1-P4-S1-16s_S45,KS2-P5-S1-16s_S131,CO1,KS2,0.9742,CO1KS2,-2.69,2.69
CO1-P4-S1-16s_S45,LA1-P1-S1-16s_S54,CO1,LA1,0.990266667,CO1LA1,-10.18,10.18
CO1-P4-S1-16s_S45,LA1-P2-S1-16s_S55,CO1,LA1,0.9782,CO1LA1,-10.18,10.18
CO1-P4-S1-16s_S45,LA1-P3-S1-16s_S56,CO1,LA1,0.989933333,CO1LA1,-10.18,10.18
CO1-P4-S1-16s_S45,LA1-P5-S2-16s_S58,CO1,LA1,0.992866667,CO1LA1,-10.18,10.18
CO1-P4-S1-16s_S45,MI1-P1-S1-16s_S7,CO1,MI1,0.986266667,CO1MI1,-4.58,4.58
CO1-P4-S1-16s_S45,MI1-P2-S1-16s_S8,CO1,MI1,0.988,CO1MI1,-4.58,4.58
CO1-P4-S1-16s_S45,MI1-P3-S1-16s_S9,CO1,MI1,0.991,CO1MI1,-4.58,4.58
CO1-P4-S1-16s_S45,MI1-P4-S1-16s_S10,CO1,MI1,0.9818,CO1MI1,-4.58,4.58
CO1-P4-S1-16s_S45,MI1-P5-S2-16s_S11,CO1,MI1,0.992533333,CO1MI1,-4.58,4.58
CO1-P4-S1-16s_S45,MI1-P6-S2-16s_S12,CO1,MI1,0.978933333,CO1MI1,-4.58,4.58
CO1-P4-S1-16s_S45,MN1-P1-S1-16s_S151,CO1,MN1,0.972466667,CO1MN1,-3.19,3.19
CO1-P4-S1-16s_S45,MN1-P2-S1-16s_S152,CO1,MN1,0.9562,CO1MN1,-3.19,3.19
CO1-P4-S1-16s_S45,MN1-P3-S1-16s_S153,CO1,MN1,0.960066667,CO1MN1,-3.19,3.19
CO1-P4-S1-16s_S45,MN1-P4-S1-16s_S154,CO1,MN1,0.9582,CO1MN1,-3.19,3.19
CO1-P4-S1-16s_S45,MN1-P5-S1-16s_S155,CO1,MN1,0.9646,CO1MN1,-3.19,3.19
CO1-P4-S1-16s_S45,MN1-P6-S1-16s_S156,CO1,MN1,0.967866667,CO1MN1,-3.19,3.19
CO1-P4-S1-16s_S45,MO1-P1-S1-16s_S90,CO1,MO1,0.985533333,CO1MO1,-6.28,6.28
CO1-P4-S1-16s_S45,MO1-P2-S1-16s_S91,CO1,MO1,0.984,CO1MO1,-6.28,6.28
CO1-P4-S1-16s_S45,MO1-P3-S1-16s_S93,CO1,MO1,0.979133333,CO1MO1,-6.28,6.28
CO1-P4-S1-16s_S45,MO1-P4-S1-16s_S94,CO1,MO1,0.982133333,CO1MO1,-6.28,6.28
CO1-P4-S1-16s_S45,MO1-P5-S1-16s_S95,CO1,MO1,0.976333333,CO1MO1,-6.28,6.28
CO1-P4-S1-16s_S45,MO1-P6-S1-16s_S96,CO1,MO1,0.974666667,CO1MO1,-6.28,6.28
CO1-P4-S1-16s_S45,MS1-P4-S1-16s_S33,CO1,MS1,0.983466667,CO1MS1,-10.78,10.78
CO1-P4-S1-16s_S45,MS1-P5-S1-16s_S34,CO1,MS1,0.9636,CO1MS1,-10.78,10.78
CO1-P4-S1-16s_S45,MS1-P6-S1-16s_S35,CO1,MS1,0.978666667,CO1MS1,-10.78,10.78
CO1-P4-S1-16s_S45,MT1-P1-S1-16s_S139,CO1,MT1,0.972066667,CO1MT1,-0.56,0.56
CO1-P4-S1-16s_S45,MT1-P2-S1-16s_S140,CO1,MT1,0.9558,CO1MT1,-0.56,0.56
CO1-P4-S1-16s_S45,MT1-P3-S1-16s_S141,CO1,MT1,0.944666667,CO1MT1,-0.56,0.56
CO1-P4-S1-16s_S45,MT1-P4-S1-16s_S142,CO1,MT1,0.967533333,CO1MT1,-0.56,0.56
CO1-P4-S1-16s_S45,MT1-P5-S1-16s_S143,CO1,MT1,0.957266667,CO1MT1,-0.56,0.56
CO1-P4-S1-16s_S45,MT1-P6-S1-16s_S144,CO1,MT1,0.964133333,CO1MT1,-0.56,0.56
CO1-P4-S1-16s_S45,NC1-P1-S1-16s_S66,CO1,NC1,0.975933333,CO1NC1,-6.78,6.78
CO1-P4-S1-16s_S45,NC1-P2-S1-16s_S67,CO1,NC1,0.9854,CO1NC1,-6.78,6.78
CO1-P4-S1-16s_S45,NC1-P3-S1-16s_S68,CO1,NC1,0.991333333,CO1NC1,-6.78,6.78
CO1-P4-S1-16s_S45,NC1-P4-S1-16s_S69,CO1,NC1,0.9796,CO1NC1,-6.78,6.78
CO1-P4-S1-16s_S45,NC1-P5-S1-16s_S70,CO1,NC1,0.984666667,CO1NC1,-6.78,6.78
CO1-P4-S1-16s_S45,NC1-P6-S1-16s_S71,CO1,NC1,0.985666667,CO1NC1,-6.78,6.78
CO1-P4-S1-16s_S45,ND1-P1-S1-16s_S145,CO1,ND1,0.950666667,CO1ND1,-2.21,2.21
CO1-P4-S1-16s_S45,ND1-P2-S1-16s_S146,CO1,ND1,0.956066667,CO1ND1,-2.21,2.21
CO1-P4-S1-16s_S45,ND1-P3-S1-16s_S147,CO1,ND1,0.956866667,CO1ND1,-2.21,2.21
CO1-P4-S1-16s_S45,ND1-P4-S1-16s_S148,CO1,ND1,0.9664,CO1ND1,-2.21,2.21
CO1-P4-S1-16s_S45,ND1-P5-S1-16s_S149,CO1,ND1,0.972666667,CO1ND1,-2.21,2.21
CO1-P4-S1-16s_S45,ND1-P6-S1-16s_S150,CO1,ND1,0.985733333,CO1ND1,-2.21,2.21
CO1-P4-S1-16s_S45,NE1-P1-S1-16s_S115,CO1,NE1,0.961933333,CO1NE1,-4.98,4.98
CO1-P4-S1-16s_S45,NE1-P2-S1-16s_S116,CO1,NE1,0.9638,CO1NE1,-4.98,4.98
CO1-P4-S1-16s_S45,NE1-P3-S1-16s_S117,CO1,NE1,0.9606,CO1NE1,-4.98,4.98
CO1-P4-S1-16s_S45,NE1-P4-S1-16s_S118,CO1,NE1,0.967533333,CO1NE1,-4.98,4.98
CO1-P4-S1-16s_S45,NE1-P5-S1-16s_S119,CO1,NE1,0.9694,CO1NE1,-4.98,4.98
CO1-P4-S1-16s_S45,NE1-P6-S1-16s_S120,CO1,NE1,0.9774,CO1NE1,-4.98,4.98
CO1-P4-S1-16s_S45,NE2-P1-S1-16s_S133,CO1,NE2,0.9558,CO1NE2,-3.2,3.2
CO1-P4-S1-16s_S45,NE2-P2-S1-16s_S134,CO1,NE2,0.9554,CO1NE2,-3.2,3.2
CO1-P4-S1-16s_S45,NE2-P3-S1-16s_S135,CO1,NE2,0.966266667,CO1NE2,-3.2,3.2
CO1-P4-S1-16s_S45,NE2-P4-S1-16s_S136,CO1,NE2,0.946866667,CO1NE2,-3.2,3.2
CO1-P4-S1-16s_S45,NE2-P5-S1-16s_S137,CO1,NE2,0.9574,CO1NE2,-3.2,3.2
CO1-P4-S1-16s_S45,NE2-P6-S1-16s_S138,CO1,NE2,0.952866667,CO1NE2,-3.2,3.2
CO1-P4-S1-16s_S45,NM1-P1-S1-16s_S36,CO1,NM1,0.981866667,CO1NM1,-0.18,0.18
CO1-P4-S1-16s_S45,NM1-P2-S1-16s_S37,CO1,NM1,0.978533333,CO1NM1,-0.18,0.18
CO1-P4-S1-16s_S45,NM1-P3-S1-16s_S38,CO1,NM1,0.978666667,CO1NM1,-0.18,0.18
CO1-P4-S1-16s_S45,NM1-P4-S1-16s_S39,CO1,NM1,0.98,CO1NM1,-0.18,0.18
CO1-P4-S1-16s_S45,NM1-P5-S1-16s_S40,CO1,NM1,0.9828,CO1NM1,-0.18,0.18
CO1-P4-S1-16s_S45,NM1-P6-S1-16s_S41,CO1,NM1,0.9854,CO1NM1,-0.18,0.18
CO1-P4-S1-16s_S45,OK1-P1-S2-16s_S48,CO1,OK1,0.9862,CO1OK1,-3.48,3.48
CO1-P4-S1-16s_S45,OK1-P2-S2-16s_S49,CO1,OK1,0.989266667,CO1OK1,-3.48,3.48
CO1-P4-S1-16s_S45,OK1-P3-S1-16s_S50,CO1,OK1,0.989066667,CO1OK1,-3.48,3.48
CO1-P4-S1-16s_S45,OK1-P4-S1-16s_S51,CO1,OK1,0.985266667,CO1OK1,-3.48,3.48
